nombre,link,direccion,tipo,categoria,telefono,email
TALLER DE CANTERÍA OBELISCO,https://www.turismo.gal/recurso/-/detalle/265542821/taller-de-canteria-obelisco?langId=es_ES&tp=55&ctre=1000141,"Carretera Circunvalación, nº 189 36780 A Guarda - Pontevedra",Talleres artesanales,,,obelisco@canteriaobelisco.com
TAMUXE KAYAK,https://www.turismo.gal/recurso/-/detalle/230420000328/tamuxe-kayak?langId=es_ES&tp=85&ctre=172,": San Telmo, 19 , nº 19 36700 Tui - Pontevedra",Empresas de actividades deportivas,,,
TARTARUGA,https://www.turismo.gal/recurso/-/detalle/nr-po-000378/tartaruga?langId=es_ES&tp=85&ctre=172,"LG. CABICASTRO, 18 -PORTONOVO 0 Sanxenxo - Pontevedra",Empresas de actividades deportivas,,,
TEE TRAVEL,https://www.turismo.gal/recurso/-/detalle/nr-po-000379/tee-travel?langId=es_ES&tp=85&ctre=172,"AVD. AGUSTIN ROMERO, 50 0 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,
TEIXUGO S.COOP,https://www.turismo.gal/recurso/-/detalle/nr-po-000407/teixugo-s.coop?langId=es_ES&tp=85&ctre=172,"RUA ENRIQUE LORENZO, 21 36207 Vigo - Pontevedra",Empresas de actividades deportivas,,,
THELOSTTOURIST,https://www.turismo.gal/recurso/-/detalle/180620000451/thelosttourist?langId=es_ES&tp=85&ctre=172,"Calle Sierra, nº 15 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,
TIERRA Y MAR MULTIAVENTURA,https://www.turismo.gal/recurso/-/detalle/201119000077/tierra-y-mar-multiaventura?langId=es_ES&tp=85&ctre=172,"Avenida Concepción Arenal , nº 279 36985 Moaña - Pontevedra",Empresas de actividades deportivas,,,
TIERRA Y MAR MULTIAVENTURA,https://www.turismo.gal/recurso/-/detalle/nr-po-000417/tierra-y-mar-multiaventura?langId=es_ES&tp=85&ctre=172,"RUA CONCEPCION ARENAL, 279 0 Moaña - Pontevedra",Empresas de actividades deportivas,,,
TRAS OS PASOS DA MOURA,https://www.turismo.gal/recurso/-/detalle/220330000629/tras-os-pasos-da-moura?langId=es_ES&tp=85&ctre=172,"Zaragoza, nº 6 36203 Vigo - Pontevedra",Empresas de actividades deportivas,,,
TURAC AVENTURA,https://www.turismo.gal/recurso/-/detalle/200715000306/turac-aventura?langId=es_ES&tp=85&ctre=172,"Sanjurjo Badía, nº 128 36207 Vigo - Pontevedra",Empresas de actividades deportivas,,,
TUREXPO GALICIA 2011 (II SALÓN TURÍSTICO DE GALICIA),https://www.turismo.gal/recurso/-/detalle/273013191/turexpo-galicia-2011-ii-salon-turistico-de-galicia-?langId=es_ES&tp=49&ctre=281,Lg. Recinto Ferial 36540 Silleda - Pontevedra,Feria especializada,,,
"TURNATIVA, S.L.",https://www.turismo.gal/recurso/-/detalle/nr-po-000335/turnativa-s.l.?langId=es_ES&tp=85&ctre=172,"PARQUE VAL, 11 0 Agolada - Pontevedra",Empresas de actividades deportivas,,,
"TX MOTOR, S.L.",https://www.turismo.gal/recurso/-/detalle/24240/tx-motor-s.l.?langId=es_ES&tp=85&ctre=172,36640 Pontecesures - Pontevedra,Empresas de actividades deportivas,,+34 986 557 094,info@tx-motor.com
VAGUADAVENTURA,https://www.turismo.gal/recurso/-/detalle/ta-po-000005/vaguadaventura?langId=es_ES&tp=72&ctre=154,nº 50 36437 Arbo - Pontevedra,Empresas de actividades de aventura o naturaleza,,,vaguadaventura@gmail.com
VARO CARIDE-COIRO,https://www.turismo.gal/recurso/-/detalle/35705/varo-caride-coiro?langId=es_ES&tp=55&ctre=1000141,"Calle Sta Cristina, nº 15 36214 Vigo - Pontevedra",Talleres artesanales,,+34 986 261 062,obradoiro@varocaride.com
"VELACHO, S.L.",https://www.turismo.gal/recurso/-/detalle/24787/velacho-s.l.?langId=es_ES&tp=85&ctre=172,"San Paio de Abaixo, 70 36209 Redondela - Pontevedra",Empresas de actividades deportivas,,+34 986 811 802,
VERDEAZUL,https://www.turismo.gal/recurso/-/detalle/269913261/verdeazul?langId=es_ES&tp=85&ctre=172,"Avda. Portugal, nº 22 36700 Tui - Pontevedra",Empresas de actividades deportivas,,+34 986 603 287,info@verdeazul.es
VIGOFEIRA,https://www.turismo.gal/recurso/-/detalle/35225/vigofeira?langId=es_ES&tp=49&ctre=285,Avda. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Muestras,,,
VILAJET.ALQUILER MOTOS DE AGUA RIA AROSA,https://www.turismo.gal/recurso/-/detalle/280382051/vilajet.alquiler-motos-de-agua-ria-arosa?langId=es_ES&tp=85&ctre=172,"Puerto de pasajeros s/n - Puerto Deportivo ""Marina Vilagarcia"" 36600 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,info@turismoriadearosamotosdeagua.com
VILANOVA OUTLET,https://www.turismo.gal/recurso/-/detalle/273247536/vilanova-outlet?langId=es_ES&tp=49&ctre=284,36620 Vilanova de Arousa - Pontevedra,Mercado singular,,,
VILLA OUBIÑA,https://www.turismo.gal/recurso/-/detalle/160202000010/villa-oubina?langId=es_ES&tp=72&ctre=154,"ORGODOMONTE , nº 14 36995 Poio - Pontevedra",Empresas de actividades de aventura o naturaleza,,,
VOLTA MONTANA,https://www.turismo.gal/recurso/-/detalle/160506000014/volta-montana?langId=es_ES&tp=72&ctre=154,"Camino Rodollo, nº 1 36992 Poio - Pontevedra",Empresas de actividades de aventura o naturaleza,,+34 690 614 749,hello@voltamontana.com
WAKEBOARD,https://www.turismo.gal/recurso/-/detalle/170830000521/wakeboard?langId=es_ES&tp=85&ctre=172,"LG. OITAVEN DE ABAIXO, nº 22 36848 Fornelos de Montes - Pontevedra",Empresas de actividades deportivas,,,
WELCOME AT VIGO,https://www.turismo.gal/recurso/-/detalle/nr-po-000394/welcome-at-vigo?langId=es_ES&tp=85&ctre=172,"PRAZA DE PORTUGAL, 2 - 9A 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
XABIER DE SOUSA,https://www.turismo.gal/recurso/-/detalle/280376659/xabier-de-sousa?langId=es_ES&tp=55&ctre=1000141,"Chile, nº 4 36202 Vigo - Pontevedra",Talleres artesanales,,,gravado@xabierdesousa.com
XACARANDAINA ACTIV. NAUT. E MADIOAMBIENTAIS,https://www.turismo.gal/recurso/-/detalle/nr-po-000342/xacarandaina-activ.-naut.-e-madioambientais?langId=es_ES&tp=85&ctre=172,"AVD. MOAÑA, 17 - 2º - D 0 Cangas - Pontevedra",Empresas de actividades deportivas,,,
XUNTANZA CABALAR,https://www.turismo.gal/recurso/-/detalle/35250/xuntanza-cabalar?langId=es_ES&tp=49&ctre=285,Lg. Recinto Ferial 36530 Rodeiro - Pontevedra,Muestras,,,
ZIMZELATUM,https://www.turismo.gal/recurso/-/detalle/35816/zimzelatum?langId=es_ES&tp=55&ctre=1000141,nº 5 36380 Gondomar - Pontevedra,Talleres artesanales,,+34 986 363 345,zimzelatum@hotmail.com
