nombre,link,direccion,tipo,categoria,telefono,email,web,coordenadas,web_interna,situacion_caminos_de_santiago,soles_repsol,horario_de_admisión:,tipos_de_servicios,regímenes,plazas_totales_calculadas,clasificación,servicios_de_autocaravanas,situacion_acceso,declaración,principales_monumentos,número_de_tiendas,tipo_tiendas,actividades,servicios_convenciones,alquiler,habitaciones,más_información,descripción_de_actividades,navegación,períodos_de_funcionamiento,servicios_de_las_instalaciones,servicios_de_la_población,características,rango,accesibilidad,estrellas_michelin,situación,superficie,servicios,información_y_equipamientos,artesanos,actividad_del_taller,otras_características,salones,tarjetas,estilos,orden_religiosa,el_paseo,accesibilidad_a_tener_en_cuenta
CHINO-CHEN,https://www.turismo.gal/recurso/-/detalle/15793/chino-chen?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 27 Bajo 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 841 881,,,"42º 25' 41.7"" N - 8º 38' 27.3"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIRALA,https://www.turismo.gal/recurso/-/detalle/v-po-009501/chirala?langId=es_ES&tp=1001549&ctre=40000240,"PRAZA MÉNDEZ NÚÑEZ, 15 1 Pontevedra - Pontevedra",Café bar,,,MVAZQUEZM73@YAHOO.ES,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOMPI,https://www.turismo.gal/recurso/-/detalle/210309000838/chompi?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Sarmiento, nº 5 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURRASQUERÍA JR,https://www.turismo.gal/recurso/-/detalle/r-po-002506/churrasqueria-jr?langId=es_ES&tp=24&ctre=142,"LG. COCHERAS-LORURIZÁN, 6 36910 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURRASQUERIA O CARRASCO,https://www.turismo.gal/recurso/-/detalle/278517985/churrasqueria-o-carrasco?langId=es_ES&tp=24&ctre=142,"Lg. Pazos , nº s/n 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 861 453,laboral@mace4.com,,"42º 24' 39.3"" N - 8º 36' 55.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURRASQUERIA O CARRO,https://www.turismo.gal/recurso/-/detalle/16089/churrasqueria-o-carro?langId=es_ES&tp=24&ctre=142,"LG. TOUCEDA, nº 26 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,"42º 27' 51.9"" N - 8º 38' 33.1"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIELO,https://www.turismo.gal/recurso/-/detalle/v-po-000825/cielo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marqués de Aranda, nº 4 36001 Pontevedra - Pontevedra",Café bar,,,isabel@ponteasesores.es,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITANIA,https://www.turismo.gal/recurso/-/detalle/v-po-006791/citania?langId=es_ES&tp=1001549&ctre=40000240,"FERNANDO II, 1 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUB DEL CAFE,https://www.turismo.gal/recurso/-/detalle/171229000131/club-del-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle MARQUES DE RIESTRA, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUB NAUTICO RIA DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/24256/club-nautico-ria-de-pontevedra?langId=es_ES&tp=85&ctre=172,"Augusto Gónzalez Besada, nº 10 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,Piragüismo.,,,,,,,,,,,,,,,,,,,,,
CLUB NAVAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/24257/club-naval-de-pontevedra?langId=es_ES&tp=85&ctre=172,"Avda. de Uruguay, nº s/n 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 861 022,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,Piragüismo.,,,,,,,,,,,,,,,,,,,,,
CLUB NAVAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28408/club-naval-de-pontevedra?langId=es_ES&tp=66&ctre=117,36002 Pontevedra - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 861 022,,,"42º 26' 06.9"" N - 8º 39' 00.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,"Aproximación de noche: APROXIMACIÓN DE NOCHE | Procederemos de igual forma teniendo en cuenta el balizamiento: Viniendo del Sur navegaremos en demanda de la boca de entrada a la ría de Pontevedra del SW, la que pasa entre el faro de punta Couso (GpD(3)BV 10,5s 20m B10M V8M) y el de la isla de Ons (GpD(4) B 24s 127m 25M). ). Estando en la oposición de los mismos navegaremos rumbo 040º aprox. hasta tener a la vista por el costado de estribor la luz verde (GpD(2)V 7s 12m 5M) del bajo Cabezo de la Mourisca, situada a poco más de media milla al NE del cabo de Udra. Seguimos navegando hacia el NE rumbo a pasar junto a la luz roja (IsoR 5s 4M) de la boya del bajo Cabezo de Mozarrán. Con ésta por el costado de babor ya tendremos a la vista, por proa, la luz del faro (GpOc(3)B 8s 35m 11M) de punta Tenlo Chico de isla Tambo y la de la boya del emisario submarino (GpD(4)A 11s 5M) situada a poco menos de media milla al E de punta Tenlo. Situados con la isla Tambo por el través de babor tendremos las luces del puerto de Marín (principalmente GpD(3)V 9s 9m 6M) por estribor y a proa las del encauzamiento del río Lerez con destellos rojos y verdes que nos conducirán hasta puerto sin problema alguno. | Aproximación de día: APROXIMACIÓN DE DÍA | El Club Naval de Pontevedra se encuentra al fondo de la ría de Pontevedra, fuera de carta por estar dentro del propio cauce del río Lérez. Su acceso, a pesar de haberse dragado la canal, se ve limitado por la falta de calado (2 m en bajamar escorada) y por la presencia del puente da Barca, que no permite el paso a veleros con más de 12 m de altura. A pesar de todo es un puerto muy seguro y se encuentra en pleno centro de la ciudad de Pontevedra. Para acceder hasta él tan solo hay que navegar hacia el fondo de la ría hasta entrar por la boca de la canal, balizado por torretas. La entrada a la ría de Pontevedra se describe en el caso de Nauta Sanxenxo.",Abierto,Agua en amarre | Club de remo | Duchas y WC | Gimnasio | Hielo | Iluminación nocturna | Luz en amarre | Muelle de espera | Radio (VHF 9) | Recogida de basuras | Servicio Marpol | Taxi | Teléfono público | Vigilancia,Alojamiento | Autobuses | Banco | Bar-Restaurante | Farmacia | Ferrocarril RENFE más próximo | Información turística | Lavandería | Oficina de correos | Servicio médico | Supermercado | Taxi,Nº de amarres transeuntes: 10.00 | Grúa (tn): 12.00 | Máxima eslora recomendada (m): 15.00 | Nº de amarres fijos: 120.00 | Calado bocana (m): 2.00 | Calado dársena (m): 2.00,,,,,,,,,,,,,,,,
COCODRINK,https://www.turismo.gal/recurso/-/detalle/v-po-009764/cocodrink?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,LUISALEXISPUNTACANA@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFITERIA DINGUILINDIN,https://www.turismo.gal/recurso/-/detalle/210310001053/confiteria-dinguilindin?langId=es_ES&tp=1001549&ctre=40000240,"Praza Maior, nº 42 36860 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORINTO,https://www.turismo.gal/recurso/-/detalle/190410000149/corinto?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Alba, nº 27 36157 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORINTO,https://www.turismo.gal/recurso/-/detalle/32012/corinto?langId=es_ES&tp=22&ctre=129,nº 27 36157 Pontevedra - Pontevedra,Hotel,1 Estrella,+34 986 870 345,restaurantecorinto@hotmail.com,,"42º 27' 51.9"" N - 8º 38' 31.7"" W",,Camino Portugués | Camino Portugués de la costa,,,Admite perros | Admite tarjetas de crédito | Área de juegos para niños | Bar-Cafetería | Calefacción central | Garaje gratuito | Habitaciones familiares | Internet / wifi en zonas comunes | Jardín terraza | Parking de superficie | Sala de Reuniones | Se habla inglés | Servicio de fax | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORTEGOSO,https://www.turismo.gal/recurso/-/detalle/v-po-008972/cortegoso?langId=es_ES&tp=1001549&ctre=40000240,"RUA JUAN BAUTISTA ANDRADE, 98 5 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTON,https://www.turismo.gal/recurso/-/detalle/211122000194/coton?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Freixo, nº 10 36157 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUTO DAS FORCADAS,https://www.turismo.gal/recurso/-/detalle/230602000057/couto-das-forcadas?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,,"42º 22' 46.9"" N - 8º 36' 45.6"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVELO,https://www.turismo.gal/recurso/-/detalle/v-po-001326/covelo?langId=es_ES&tp=1001549&ctre=40000240,"LG. BERDUCIDO- XEVE, 52 150 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRALEM,https://www.turismo.gal/recurso/-/detalle/v-po-005505/cralem?langId=es_ES&tp=1001549&ctre=40000240,"Calle Javier Puig Llamas, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRE-COTTÉ,https://www.turismo.gal/recurso/-/detalle/259729627/cre-cotte?langId=es_ES&tp=24&ctre=142,"RÚA REAL ,28 BAJO 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 859 374,,http://www.crecotte.com/,"42º 26' 00.7"" N - 8º 38' 42.1"" W",http://www.crecotte.com/,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROCA´S GRILL,https://www.turismo.gal/recurso/-/detalle/181113000104/croca-s-grill?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 78 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 640 039 313,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DA BARCIA,https://www.turismo.gal/recurso/-/detalle/19307/cruceiro-de-animas-da-barcia?langId=es_ES&tp=10&ctre=56,36158 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DE FERREIROS,https://www.turismo.gal/recurso/-/detalle/19310/cruceiro-de-animas-de-ferreiros?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DA BARCIA,https://www.turismo.gal/recurso/-/detalle/19196/cruceiro-de-animas-da-barcia?langId=es_ES&tp=10&ctre=55,36158 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DA CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/19197/cruceiro-de-animas-da-carballeira?langId=es_ES&tp=10&ctre=55,36143 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DA CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/19308/cruceiro-de-animas-da-carballeira?langId=es_ES&tp=10&ctre=56,36143 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/19199/cruceiro-de-animas-das-cinco-ruas?langId=es_ES&tp=10&ctre=55,"Plaza de Roxelio Lois, nº s/n 36002 Pontevedra - Pontevedra",Cruceiro,,,,,"42º 26' 00.9"" N - 8º 38' 45.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/19309/cruceiro-de-animas-das-cinco-ruas?langId=es_ES&tp=10&ctre=56,"Plaza de Roxelio Lois, nº s/n 36002 Pontevedra - Pontevedra",Peto de ánimas,,,,,"42º 26' 00.9"" N - 8º 38' 45.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DE CABALEIRO,https://www.turismo.gal/recurso/-/detalle/19202/cruceiro-de-animas-de-cabaleiro?langId=es_ES&tp=10&ctre=55,36157 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DE CABALEIRO,https://www.turismo.gal/recurso/-/detalle/19312/cruceiro-de-animas-de-cabaleiro?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DE FERREIROS,https://www.turismo.gal/recurso/-/detalle/19200/cruceiro-de-animas-de-ferreiros?langId=es_ES&tp=10&ctre=55,36157 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DEL PUENTE DEL RÍO RONS,https://www.turismo.gal/recurso/-/detalle/19201/cruceiro-de-animas-del-puente-del-rio-rons?langId=es_ES&tp=10&ctre=55,36152 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DEL PUENTE DEL RÍO RONS,https://www.turismo.gal/recurso/-/detalle/19311/cruceiro-de-animas-del-puente-del-rio-rons?langId=es_ES&tp=10&ctre=56,36152 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DO MOUCHO,https://www.turismo.gal/recurso/-/detalle/19203/cruceiro-de-animas-do-moucho?langId=es_ES&tp=10&ctre=55,36158 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS DO MOUCHO,https://www.turismo.gal/recurso/-/detalle/19313/cruceiro-de-animas-do-moucho?langId=es_ES&tp=10&ctre=56,36158 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS SOBRE TEJADO,https://www.turismo.gal/recurso/-/detalle/19204/cruceiro-de-animas-sobre-tejado?langId=es_ES&tp=10&ctre=55,36152 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO DE ÁNIMAS SOBRE TELLADO,https://www.turismo.gal/recurso/-/detalle/19314/cruceiro-de-animas-sobre-tellado?langId=es_ES&tp=10&ctre=56,36152 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO-ESMOLEIRO DE CASAS NOVAS,https://www.turismo.gal/recurso/-/detalle/19206/cruceiro-esmoleiro-de-casas-novas?langId=es_ES&tp=10&ctre=55,36168 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO-ESMOLEIRO DE CASAS NOVAS,https://www.turismo.gal/recurso/-/detalle/19315/cruceiro-esmoleiro-de-casas-novas?langId=es_ES&tp=10&ctre=56,36168 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO-ESMOLEIRO DE SANTA MARÍA DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/19208/cruceiro-esmoleiro-de-santa-maria-de-mourente?langId=es_ES&tp=10&ctre=55,36168 Pontevedra - Pontevedra,Cruceiro,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCEIRO-ESMOLEIRO DE SANTA MARÍA DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/19317/cruceiro-esmoleiro-de-santa-maria-de-mourente?langId=es_ES&tp=10&ctre=56,36168 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CULTURAL MOURENTE,https://www.turismo.gal/recurso/-/detalle/210311001237/cultural-mourente?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de Lugo, nº 109 36004 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CULTURGAL,https://www.turismo.gal/recurso/-/detalle/280381734/culturgal?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,,http://culturgal.com/,"42º 26' 12.5"" N - 8º 38' 20.5"" W",http://culturgal.com/,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,Anual,,,,,,,Nacional,,,,,,,,,,,,,,,
D'OLIVE,https://www.turismo.gal/recurso/-/detalle/240122000254/d-olive?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fermi, nº 1 36004 Pontevedra - Pontevedra",Café bar,,+34 644 036 374,dolivegestion@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA COSTA,https://www.turismo.gal/recurso/-/detalle/v-po-005469/da-costa?langId=es_ES&tp=1001549&ctre=40000240,R/PORTUGAL 62 - MONTEPORREIRO 36162 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABARCA,https://www.turismo.gal/recurso/-/detalle/210309000767/dabarca?langId=es_ES&tp=1001549&ctre=40000240,"Calzada Palamios, nº 28 36002 Pontevedra - Pontevedra",Café bar,,,direccion@hoteldabarca.com,http://www.hoteldabarca.com/,"42º 25' 45.7"" N - 8º 38' 58.4"" W",http://www.hoteldabarca.com/,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABARCA,https://www.turismo.gal/recurso/-/detalle/36080/dabarca?langId=es_ES&tp=22&ctre=129,"Calle Palamios , nº 6 36001 Pontevedra - Pontevedra",Hotel,3 Estrellas,+34 986 869 723,info@hoteldabarca.com,http://www.hoteldabarca.com/,"42º 25' 45.9"" N - 8º 38' 58.2"" W",http://www.hoteldabarca.com/,Camino Portugués | Camino Portugués de la costa,,,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción individual | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Minibar | Secador pelo en habitaciones | Se habla alemán | Se habla francés | Se habla inglés | Servicio de fax | Servicio de secretaría | Teléfono en habitaciones | Traducción de documentos | TV en habitaciones,,,,,,,,,,,,,,,,,,,,,,Grado de Accesibilidad: Practicable | Documentos de accesibilidad (2018): | Descargue este documento,,,,,,,,,,,,,,
DELICIOUS BAKERY,https://www.turismo.gal/recurso/-/detalle/210310001137/delicious-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Calle Oliva - Galerias 2, nº 12 - 14 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETALLES CAFE,https://www.turismo.gal/recurso/-/detalle/v-po-008013/detalles-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle GALERIA A OLIVA, 2 LOCAL 15 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVESA - 5,https://www.turismo.gal/recurso/-/detalle/v-po-007661/devesa-5?langId=es_ES&tp=1001549&ctre=40000240,"RIESTRA, 38 0 Pontevedra - Pontevedra",Café bar,,,,http://www.adevesa.es/,,http://www.adevesa.es/,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEVESA 4, A",https://www.turismo.gal/recurso/-/detalle/v-po-006643/devesa-4-a?langId=es_ES&tp=1001549&ctre=40000240,RUA JOAQUIN COSTA 112 PONTEVEDRA 36004 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIGNA, CASA",https://www.turismo.gal/recurso/-/detalle/15449/digna-casa?langId=es_ES&tp=24&ctre=142,"Avenida Corbaceiras, nº 14 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 851 299,,,"42º 25' 45.5"" N - 8º 39' 10.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIPUTACIÓN PROVINCIAL,https://www.turismo.gal/recurso/-/detalle/26247/diputacion-provincial?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,+34 986 804 100,,,"42º 25' 48.8"" N - 8º 38' 54.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISC. BURGUER'S,https://www.turismo.gal/recurso/-/detalle/v-po-004834/disc.-burguer-s?langId=es_ES&tp=1001549&ctre=40000240,"TRVGONZALO GALLAS, 1 PONTEVEDRA 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC SOLOGRUPOS,https://www.turismo.gal/recurso/-/detalle/230803000063/dmc-sologrupos?langId=es_ES&tp=73&ctre=153,"Alameda, nº 16 36001 Pontevedra - Pontevedra",Agencia de viajes,,,marta@gtcconsultores.es,,,,Camino Portugués,,,,,,Grupo: Mayorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOBLE M,https://www.turismo.gal/recurso/-/detalle/v-po-003190/doble-m?langId=es_ES&tp=1001549&ctre=40000240,R/PARDO BAZAN 14 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOCTOR LIVINGSTONE SUPONGO,https://www.turismo.gal/recurso/-/detalle/r-po-003054/doctor-livingstone-supongo?langId=es_ES&tp=24&ctre=142,"RÚA ALTA, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMINO'S PIZZA,https://www.turismo.gal/recurso/-/detalle/201102000002/domino-s-pizza?langId=es_ES&tp=24&ctre=142,"Calle Colón, nº 15 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,986108879 - 689849302,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMINOS PIZZA,https://www.turismo.gal/recurso/-/detalle/160719000088/dominos-pizza?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 39 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 214 273,bramirez@zena.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DON JOSE,https://www.turismo.gal/recurso/-/detalle/v-po-002916/don-jose?langId=es_ES&tp=1001549&ctre=40000240,"CLPADRE FERNANDO OLMEDO, 2 PONTEVEDRA 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DON MANUEL,https://www.turismo.gal/recurso/-/detalle/c-po-000430/don-manuel?langId=es_ES&tp=1001550&ctre=40000242,LG. Monteporreiro 36162 Pontevedra - Pontevedra,Cafetería,,+34 986 855 712,,,"42º 26' 43.4"" N - 8º 37' 28.6"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DON SANCHO,https://www.turismo.gal/recurso/-/detalle/c-po-000501/don-sancho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa , nº 66 36004 Pontevedra - Pontevedra",Cafetería,,,,,"42º 25' 40.4"" N - 8º 38' 15.5"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
