nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas,municipio
CASA DURÁN,https://www.turismo.gal/recurso/-/detalle/r-po-000794/casa-duran?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, nº 17 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 645 236 441,carova1980@gmail.com,Donde comer,,mailto:carova1980@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CASA ELVIRA,https://www.turismo.gal/recurso/-/detalle/15572/casa-elvira?langId=es_ES&tp=24&ctre=142,"Cobian Areal, 10 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 845 474,,Donde comer,"42º 25' 43.9"" N - 8º 38' 18.2"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CASA FIDEL O PULPEIRO,https://www.turismo.gal/recurso/-/detalle/v-po-000240/casa-fidel-o-pulpeiro?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Nicolás, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,casafidel@gmail.com,Donde comer,,mailto:casafidel@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA FINA,https://www.turismo.gal/recurso/-/detalle/v-po-008631/casa-fina?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Gabián, nº 14 36151 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA HERMINDA,https://www.turismo.gal/recurso/-/detalle/210321001854/casa-herminda?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Covadáspera - Verducido, nº 10 36151 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA MAYA BY EL MEJI,https://www.turismo.gal/recurso/-/detalle/c-po-001022/casa-maya-by-el-meji?langId=es_ES&tp=1001550&ctre=40000242,"Calle Virxe do Camiño, nº 5 36001 Pontevedra - Pontevedra",Cafetería,,+34 653 638 535,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA PAMPIN,https://www.turismo.gal/recurso/-/detalle/210721000352/casa-pampin?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Sobral, nº 40 36150 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA PEPE,https://www.turismo.gal/recurso/-/detalle/170227000087/casa-pepe?langId=es_ES&tp=1001549&ctre=40000240,"Calle O MARCO-TOMEZA, nº 4 36158 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA REY,https://www.turismo.gal/recurso/-/detalle/210306000439/casa-rey?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Sobral - San Andrés de Xeve, nº 47 36150 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA RIVAS,https://www.turismo.gal/recurso/-/detalle/v-po-003292/casa-rivas?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Gato Morto, nº 78 36151 Pontevedra - Pontevedra",Café bar,,,marcopontevedra@hotmail.com,Donde comer,,mailto:marcopontevedra@hotmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CASA SANTIAGO,https://www.turismo.gal/recurso/-/detalle/r-po-000800/casa-santiago?langId=es_ES&tp=24&ctre=142,"Sabaris, nº 54 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 606 736 063,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CASTELAO,https://www.turismo.gal/recurso/-/detalle/c-po-000755/castelao?langId=es_ES&tp=1001550&ctre=40000242,"Calle Castelao , nº 5 36003 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 47.7"" N - 8º 38' 31.6"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CAUSA STREET FOOD,https://www.turismo.gal/recurso/-/detalle/150903000008/causa-street-food?langId=es_ES&tp=1001549&ctre=40000240,"Calle Maceda, nº 8 36002 Pontevedra - Pontevedra",Café bar,,,pereztorresandre@gmail.com,Donde comer,,mailto:pereztorresandre@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CENTER,https://www.turismo.gal/recurso/-/detalle/15671/center?langId=es_ES&tp=24&ctre=142,"Rúa Michelena, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 866 363,,Donde comer,"42º 25' 51.6"" N - 8º 38' 40.7"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CERVECERIA BLACKBIRD,https://www.turismo.gal/recurso/-/detalle/221202000037/cerveceria-blackbird?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Sebastián, nº 18 36001 Pontevedra - Pontevedra",Café bar,,,jorgedieguez79@gmail.com,Donde comer,,mailto:jorgedieguez79@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CERVECERIA BLACKBIRD,https://www.turismo.gal/recurso/-/detalle/v-po-002247/cerveceria-blackbird?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Sebastián, nº 19 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CERVECERÍA EL BRUCK,https://www.turismo.gal/recurso/-/detalle/v-po-006817/cerveceria-el-bruck?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Teucro, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CHEER,https://www.turismo.gal/recurso/-/detalle/v-po-005565/cheer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 25 36002 Pontevedra - Pontevedra",Café bar,,,02wcingolani@gmail.com,Donde comer,,mailto:02wcingolani@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CHESTER,https://www.turismo.gal/recurso/-/detalle/150824000066/chester?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 38 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CHINCHO II,https://www.turismo.gal/recurso/-/detalle/v-po-008733/chincho-ii?langId=es_ES&tp=1001549&ctre=40000240,"LG. LUSQUIÑOS, 19 36158 Pontevedra - Pontevedra",Café bar,,,,Donde comer,"42º 24' 41.3"" N - 8º 37' 59.5"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CHINO-CHEN,https://www.turismo.gal/recurso/-/detalle/15793/chino-chen?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 27 Bajo 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 841 881,,Donde comer,"42º 25' 41.7"" N - 8º 38' 27.3"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CHOMPI,https://www.turismo.gal/recurso/-/detalle/210309000838/chompi?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Sarmiento, nº 5 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CHURRASQUERÍA JR,https://www.turismo.gal/recurso/-/detalle/r-po-002506/churrasqueria-jr?langId=es_ES&tp=24&ctre=142,"LG. COCHERAS-LORURIZÁN, 6 36910 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CHURRASQUERIA O CARRASCO,https://www.turismo.gal/recurso/-/detalle/278517985/churrasqueria-o-carrasco?langId=es_ES&tp=24&ctre=142,"Lg. Pazos , nº s/n 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 861 453,laboral@mace4.com,Donde comer,"42º 24' 39.3"" N - 8º 36' 55.8"" W",mailto:laboral@mace4.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CHURRASQUERIA O CARRO,https://www.turismo.gal/recurso/-/detalle/16089/churrasqueria-o-carro?langId=es_ES&tp=24&ctre=142,"LG. TOUCEDA, nº 26 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 27' 51.9"" N - 8º 38' 33.1"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CIELO,https://www.turismo.gal/recurso/-/detalle/v-po-000825/cielo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marqués de Aranda, nº 4 36001 Pontevedra - Pontevedra",Café bar,,,isabel@ponteasesores.es,Donde comer,,mailto:isabel@ponteasesores.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CLUB DEL CAFE,https://www.turismo.gal/recurso/-/detalle/171229000131/club-del-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle MARQUES DE RIESTRA, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
COCODRINK,https://www.turismo.gal/recurso/-/detalle/v-po-009764/cocodrink?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,LUISALEXISPUNTACANA@GMAIL.COM,Donde comer,,mailto:LUISALEXISPUNTACANA@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CONFITERIA DINGUILINDIN,https://www.turismo.gal/recurso/-/detalle/210310001053/confiteria-dinguilindin?langId=es_ES&tp=1001549&ctre=40000240,"Praza Maior, nº 42 36860 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CORINTO,https://www.turismo.gal/recurso/-/detalle/190410000149/corinto?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Alba, nº 27 36157 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
COTON,https://www.turismo.gal/recurso/-/detalle/211122000194/coton?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Freixo, nº 10 36157 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CRALEM,https://www.turismo.gal/recurso/-/detalle/v-po-005505/cralem?langId=es_ES&tp=1001549&ctre=40000240,"Calle Javier Puig Llamas, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
CROCA´S GRILL,https://www.turismo.gal/recurso/-/detalle/181113000104/croca-s-grill?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 78 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 640 039 313,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
CULTURAL MOURENTE,https://www.turismo.gal/recurso/-/detalle/210311001237/cultural-mourente?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de Lugo, nº 109 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
D'OLIVE,https://www.turismo.gal/recurso/-/detalle/240122000254/d-olive?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fermi, nº 1 36004 Pontevedra - Pontevedra",Café bar,,+34 644 036 374,dolivegestion@gmail.com,Donde comer,,mailto:dolivegestion@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DA COSTA,https://www.turismo.gal/recurso/-/detalle/v-po-005469/da-costa?langId=es_ES&tp=1001549&ctre=40000240,R/PORTUGAL 62 - MONTEPORREIRO 36162 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DABARCA,https://www.turismo.gal/recurso/-/detalle/210309000767/dabarca?langId=es_ES&tp=1001549&ctre=40000240,"Calzada Palamios, nº 28 36002 Pontevedra - Pontevedra",Café bar,,,direccion@hoteldabarca.com,Donde comer,"42º 25' 45.7"" N - 8º 38' 58.4"" W",mailto:direccion@hoteldabarca.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DELICIOUS BAKERY,https://www.turismo.gal/recurso/-/detalle/210310001137/delicious-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Calle Oliva - Galerias 2, nº 12 - 14 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DETALLES CAFE,https://www.turismo.gal/recurso/-/detalle/v-po-008013/detalles-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle GALERIA A OLIVA, 2 LOCAL 15 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
"DEVESA 4, A",https://www.turismo.gal/recurso/-/detalle/v-po-006643/devesa-4-a?langId=es_ES&tp=1001549&ctre=40000240,RUA JOAQUIN COSTA 112 PONTEVEDRA 36004 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
"DIGNA, CASA",https://www.turismo.gal/recurso/-/detalle/15449/digna-casa?langId=es_ES&tp=24&ctre=142,"Avenida Corbaceiras, nº 14 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 851 299,,Donde comer,"42º 25' 45.5"" N - 8º 39' 10.9"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
DOCTOR LIVINGSTONE SUPONGO,https://www.turismo.gal/recurso/-/detalle/r-po-003054/doctor-livingstone-supongo?langId=es_ES&tp=24&ctre=142,"RÚA ALTA, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
DOMINO'S PIZZA,https://www.turismo.gal/recurso/-/detalle/201102000002/domino-s-pizza?langId=es_ES&tp=24&ctre=142,"Calle Colón, nº 15 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,986108879 - 689849302,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DOMINOS PIZZA,https://www.turismo.gal/recurso/-/detalle/160719000088/dominos-pizza?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 39 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 214 273,bramirez@zena.com,Donde comer,,mailto:bramirez@zena.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
DON MANUEL,https://www.turismo.gal/recurso/-/detalle/c-po-000430/don-manuel?langId=es_ES&tp=1001550&ctre=40000242,LG. Monteporreiro 36162 Pontevedra - Pontevedra,Cafetería,,+34 986 855 712,,Donde comer,"42º 26' 43.4"" N - 8º 37' 28.6"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DON SANCHO,https://www.turismo.gal/recurso/-/detalle/c-po-000501/don-sancho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa , nº 66 36004 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 40.4"" N - 8º 38' 15.5"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DON YO,https://www.turismo.gal/recurso/-/detalle/c-po-000928/don-yo?langId=es_ES&tp=1001550&ctre=40000242,"JOSÉ MILLÁN, 6-B 36001 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 48.3"" N - 8º 38' 15.3"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DSIGUAL,https://www.turismo.gal/recurso/-/detalle/v-po-009424/dsigual?langId=es_ES&tp=1001549&ctre=40000240,"BLANCO PORTO, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,clarasobramesias@gmail.com,Donde comer,,mailto:clarasobramesias@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DUARTE,https://www.turismo.gal/recurso/-/detalle/c-po-001171/duarte?langId=es_ES&tp=1001550&ctre=40000242,"SAN NICOLAS, nº 14 36002 Pontevedra - Pontevedra",Cafetería,,+34 690 177 982,MOHAA175@GMAIL.COM,Donde comer,"42º 26' 01.9"" N - 8º 38' 43.1"" W",mailto:MOHAA175@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DULCE DE LECHE,https://www.turismo.gal/recurso/-/detalle/c-po-001055/dulce-de-leche?langId=es_ES&tp=1001550&ctre=40000242,"Calle Peregrina , nº 42 36003 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 44.7"" N - 8º 38' 33.8"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DULCE DE LECHE,https://www.turismo.gal/recurso/-/detalle/v-po-009343/dulce-de-leche?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Fernández Ladreda , nº 15 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
DULCE DE LECHE I,https://www.turismo.gal/recurso/-/detalle/c-po-001117/dulce-de-leche-i?langId=es_ES&tp=1001550&ctre=40000242,"Avenida Reina Victoria / Esquina Palamios , nº 5 36001 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 44.3"" N - 8º 38' 52.1"" W",https://www.facebook.com/eldulcedeleche123/,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EIRADO DA LEÑA,https://www.turismo.gal/recurso/-/detalle/34537/eirado-da-lena?langId=es_ES&tp=24&ctre=142,"Plaza da Leña , nº 3 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 860 225,oeirado@grupobretal.com,Donde comer,"42º 25' 57.3"" N - 8º 38' 36.1"" W",mailto:oeirado@grupobretal.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,1 Sol Repsol,Estrellas Michelin: 1 Estrella Michelin,,Pontevedra
EL ARROZ,https://www.turismo.gal/recurso/-/detalle/280380157/el-arroz?langId=es_ES&tp=24&ctre=142,"Calle Peregrina, nº 16 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 103 969,elarrozpontevedra@gmail.com,Donde comer,"42º 25' 48.4"" N - 8º 38' 37.3"" W",mailto:elarrozpontevedra@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
EL BURGUER,https://www.turismo.gal/recurso/-/detalle/250203000012/el-burguer-?langId=es_ES&tp=1001549&ctre=40000240,"Calle De Uruguay, nº 5 36002 Pontevedra - Pontevedra",Café bar,,+34 608 069 943,fiscal@asesoriambm.es,Donde comer,,mailto:fiscal@asesoriambm.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL BUSCADOR,https://www.turismo.gal/recurso/-/detalle/v-po-007060/el-buscador?langId=es_ES&tp=1001549&ctre=40000240,"Calle González Zúñiga, nº 2-4 36001 Pontevedra - Pontevedra",Café bar,,,ceci.0604@icloud.com,Donde comer,,mailto:ceci.0604@icloud.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL COLMADO TIENDA GOURMET,https://www.turismo.gal/recurso/-/detalle/v-po-009786/el-colmado-tienda-gourmet?langId=es_ES&tp=1001549&ctre=40000240,R/ VIERGEN DEL CAMINO Nº 57 GALERIAS ACACIAS 36001 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL CRACK PATATAS Y CROQUETAS,https://www.turismo.gal/recurso/-/detalle/c-po-000978/el-crack-patatas-y-croquetas?langId=es_ES&tp=1001550&ctre=40000242,"Calle Rúa Arzobispo Malvar, nº 15 36002 Pontevedra - Pontevedra",Cafetería,,+34 658 687 754,,Donde comer,"42º 26' 02.6"" N - 8º 38' 53.1"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL DULCE DE LECHE,https://www.turismo.gal/recurso/-/detalle/v-po-005807/el-dulce-de-leche?langId=es_ES&tp=1001549&ctre=40000240,"MARQUES DE RIESTRA, nº 32-34 36002 Pontevedra - Pontevedra",Café bar,,,asesoria@gespesa.net,Donde comer,,mailto:asesoria@gespesa.net,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL ESCONDITE DEL BÚHO,https://www.turismo.gal/recurso/-/detalle/v-po-006079/el-escondite-del-buho?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Costa, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,audygen@economistas.org,Donde comer,,mailto:audygen@economistas.org,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL PATIO DE VALLEINCLAN,https://www.turismo.gal/recurso/-/detalle/15533/el-patio-de-valleinclan?langId=es_ES&tp=24&ctre=142,"Calle Isabel II, nº 16 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,elpatiodevalleincaln@gmail.com,Donde comer,"42º 26' 00.8"" N - 8º 38' 45.2"" W",mailto:elpatiodevalleincaln@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
EL PATIOKINDER BAR,https://www.turismo.gal/recurso/-/detalle/161130000103/el-patiokinder-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle VIRGEN DEL CAMINO, nº 11 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL PILAR,https://www.turismo.gal/recurso/-/detalle/r-po-002279/el-pilar?langId=es_ES&tp=24&ctre=142,"Lg. Sobral, nº s/n 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 677 024 134,marcetejera@hotmail.com,Donde comer,,mailto:marcetejera@hotmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
EL TORO,https://www.turismo.gal/recurso/-/detalle/v-po-007040/el-toro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Real, nº 18 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EL VIAJERO DEL NORTE,https://www.turismo.gal/recurso/-/detalle/c-po-001086/el-viajero-del-norte?langId=es_ES&tp=1001550&ctre=40000242,"Calle Paio Gómez Charino , nº 10 36362 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 57.9"" N - 8º 38' 47.0"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ELPEQUEÑO EXOTIC COCTAIL,https://www.turismo.gal/recurso/-/detalle/v-po-007453/elpequeno-exotic-coctail?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 22 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EMBASSY OF COFFE,https://www.turismo.gal/recurso/-/detalle/c-po-000734/embassy-of-coffe?langId=es_ES&tp=1001550&ctre=40000242,"Calle Castelao, nº 10 36001 Pontevedra - Pontevedra",Cafetería,,+34 676 761 011,JMURADOGONZALEZ@HOTMAIL.COM,Donde comer,"42º 25' 47.0"" N - 8º 38' 30.2"" W",mailto:JMURADOGONZALEZ@HOTMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
EMMA´S,https://www.turismo.gal/recurso/-/detalle/240327000549/emma-s?langId=es_ES&tp=1001549&ctre=40000240,"ALMIRANTE MATOS, nº 9 36002 Pontevedra - Pontevedra",Café bar,,+34 986 554 334,EMMASCOZIHAPORTUGUSA@GMAIL.COM,Donde comer,,mailto:EMMASCOZIHAPORTUGUSA@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ENTREMIGAS,https://www.turismo.gal/recurso/-/detalle/200304000060/entremigas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Antón Fraguas, nº 13 36002 Pontevedra - Pontevedra",Café bar,,+34 986 106 489,entremigaspo@gmail.com,Donde comer,,mailto:entremigaspo@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ES LO QUE HAY,https://www.turismo.gal/recurso/-/detalle/v-po-008572/es-lo-que-hay?langId=es_ES&tp=1001549&ctre=40000240,"Calle As Pontes - Bora, nº 10 36154 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ESQUINA 2,https://www.turismo.gal/recurso/-/detalle/210422001407/esquina-2?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Cítara, nº 1 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ESTACION LATINA,https://www.turismo.gal/recurso/-/detalle/c-po-000469/estacion-latina?langId=es_ES&tp=1001550&ctre=40000242,"Calle Cruz Gallastegui, nº 10 36001 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 46.0"" N - 8º 38' 25.8"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
FACULTAD DE CIENCIAS SOCIALES,https://www.turismo.gal/recurso/-/detalle/210310000978/facultad-de-ciencias-sociales?langId=es_ES&tp=1001549&ctre=40000240,Campus Universitario da Xunqueira 36005 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
FARIÑA,https://www.turismo.gal/recurso/-/detalle/210305000415/farina?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Marqués de Valterra, nº 107 36916 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
FEIJOADA & PICANHA,https://www.turismo.gal/recurso/-/detalle/210320001847/feijoada-picanha?langId=es_ES&tp=1001549&ctre=40000240,"Calle Nova de Arriba, nº 11 36002 Pontevedra - Pontevedra",Café bar,,+34 986 061 558,,Donde comer,"42º 25' 52.3"" N - 8º 39' 00.1"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
