nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas
HOTEL NUEVO VICHONA,https://www.turismo.gal/recurso/-/detalle/123/hotel-nuevo-vichona?langId=es_ES&tp=22&ctre=129,"A Vichona, nº 5 36960 Sanxenxo - Pontevedra",Hotel,3 estrellas superior,+34 986 723 009,info@nuevovichona.com,Donde alojarse,"42º 25' 31.6"" N - 8º 49' 22.6"" W",mailto:info@nuevovichona.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Área de juegos para niños | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Discoteca | Garaje de pago | Gimnasio | Internet / wifi en zonas comunes | Jacuzzi | Jardín terraza | Minibar | Minigolf | Parque infantil | Piscina | Piscina climatizada | Piscina infantil | Sauna | Secador pelo en habitaciones | Spa | Teléfono en habitaciones | Tenis | TV en habitaciones,Desayuno Buffet | Media pensión,,,Ruta del Mar de Arousa y Ulla,,,,,,,,4B | Euro Card | Master Card | Red 6000 | ServiRed | Visa,,,,,,
HOTEL O PAZO,https://www.turismo.gal/recurso/-/detalle/8274/hotel-o-pazo?langId=es_ES&tp=22&ctre=129,"Calle Campos, nº 11 36213 Vigo - Pontevedra",Hotel,1 Estrella,+34 654 318 817,,Donde alojarse,"42º 12' 16.7"" N - 8º 43' 52.8"" W",,Admite tarjetas de crédito | Antena parabólica | Calefacción central | Garaje gratuito | Jardín terraza | Parking de superficie | Teléfono en habitaciones | TV en habitaciones,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
HOTEL OCCIDENTAL VIGO,https://www.turismo.gal/recurso/-/detalle/100/hotel-occidental-vigo?langId=es_ES&tp=22&ctre=129,"Rúa Vía Norte, nº 10 36210 Vigo - Pontevedra",Hotel,4 Estrellas,,vigo@occidentalhotels.com,Donde alojarse,"42º 14' 01.0"" N - 8º 42' 46.0"" W",mailto:vigo@occidentalhotels.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler equipos audiovisuales | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Garaje de pago | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Lavandería | Minibar | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Se habla alemán | Se habla francés | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,,,,Camino Portugués de la costa,,,,Área de recepción | Fax | Fotocopiadora | Megafonía | Pantallas | Pizarra de papel | Salones divisibles | Servicio Postal | Tablones de anuncios | Vídeo,,,Nombre | Maya | Azteca | Olmeca | México II | México I | Cancún,,,,,,,
HOTEL PANADEIRA MAR,https://www.turismo.gal/recurso/-/detalle/32987/hotel-panadeira-mar?langId=es_ES&tp=22&ctre=129,"Calle Progreso, nº 27 36960 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 724 334,info@hotelpanadeiramar.com,Donde alojarse,"42º 24' 05.4"" N - 8º 48' 19.2"" W",mailto:info@hotelpanadeiramar.com,Admite tarjetas de crédito | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Teléfono en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,4B,,,,,,
HOTEL PAZO EL REVEL,https://www.turismo.gal/recurso/-/detalle/1996/hotel-pazo-el-revel?langId=es_ES&tp=22&ctre=129,"Lugar O Rebel, nº 15 36970 Sanxenxo - Pontevedra",Hotel,2 Estrellas,,info@pazorevel.es,Donde alojarse,"42º 26' 18.6"" N - 8º 50' 24.2"" W",mailto:info@pazorevel.es,Admite perros | Admite tarjetas de crédito | Bar-Cafetería | Biblioteca | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Edificio histórico | Garaje gratuito | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Piscina | Restaurante | Sala de Reuniones | Salón de estar | Secador pelo en habitaciones | Servicio de fax | Servicio médico | Teléfono en habitaciones | Tenis | Tiendas | TV en habitaciones,Cena | Comida | Comida o cena | Desayuno | Desayuno Buffet | Media pensión,,,Ruta del Mar de Arousa y Ulla,,,,,,,,4B | American Express | Master Card | Red 6000 | Visa,,,,,,
HOTEL PAZO O RIAL,https://www.turismo.gal/recurso/-/detalle/107/hotel-pazo-o-rial?langId=es_ES&tp=22&ctre=129,"Avenida Vilanova, nº 117 36600 Vilagarcía de Arousa - Pontevedra",Hotel,4 Estrellas,,info@pazorial.es,Donde alojarse,"42º 34' 40.0"" N - 8º 47' 48.0"" W",mailto:info@pazorial.es,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler equipos audiovisuales | Área de juegos para niños | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Edificio histórico | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Jardín terraza | Minibar | Parking de superficie | Piscina | Sala de Reuniones | Salón de convenciones | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,Ruta del Mar de Arousa y Ulla,,,,Acceso Internet | Área de recepción | Fax | Fotocopiadora | Megafonía | Pantallas | Pizarra de papel | Podiums | Proyección de cine | Proyectores | Relaciones públicas | Salones divisibles | Servicio Postal | Tablones de anuncios | Vídeo,,,Nombre | Clase | Cóctel | Restaurante | Teatro | Torre de Sotomaior 25 30 26 25 | Roncesvalles 40 50 48 40 | Marqués de Mariño 200 150 220 200 | Conde de Aranda 25 20 18 25,,,,,,,
HOTEL PEPE VIEIRA,https://www.turismo.gal/recurso/-/detalle/230327000538/hotel-pepe-vieira?langId=es_ES&tp=22&ctre=129,"Camino da Serpe, nº s/n 36992 Poio - Pontevedra",Hotel,3 Estrellas,+34 986 741 378,reservas@pepevieira.com,Donde alojarse,"42º 24' 33.4"" N - 8º 45' 16.0"" W",mailto:reservas@pepevieira.com,,,,,,,,,,,,,,,,,,,
HOTEL PEREGRINA,https://www.turismo.gal/recurso/-/detalle/36369/hotel-peregrina?langId=es_ES&tp=22&ctre=129,"Lugar Outeiro, nº 1, Adina - Portonovo 36979 Sanxenxo - Pontevedra",Hotel,3 Estrellas,,ADMINISTRACION@HOTELPEREGRINA.COM,Donde alojarse,"42º 24' 35.5"" N - 8º 49' 52.9"" W",mailto:ADMINISTRACION@HOTELPEREGRINA.COM,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler de bicicletas | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción individual | Desayuno incluido en el precio | Garaje gratuito | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Minibar | Parking de superficie | Piscina | Restaurante | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,Master Card | Visa,,,,,,
HOTEL PIRAMIDE 2,https://www.turismo.gal/recurso/-/detalle/272172983/hotel-piramide-2-?langId=es_ES&tp=22&ctre=129,"Lugar Paxariñas, nº 16A 36979 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 724 308 / +34 986 691 478,info@hotelpiramide.es,Donde alojarse,"42º 23' 25.2"" N - 8º 50' 19.7"" W",mailto:info@hotelpiramide.es,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Ascensor | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Habitaciónes con salón-suites | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Minibar | Parking de superficie | Piscina | Piscina infantil | Sala de Reuniones | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Servicio de canguro | Servicio de fax | Teléfono en habitaciones | Tenis | TV en habitaciones,Desayuno,,,Ruta del Mar de Arousa y Ulla,,,,,,,,4B | Master Card | Visa,,,,,,
HOTEL PLAYA COMPOSTELA SL,https://www.turismo.gal/recurso/-/detalle/9666/hotel-playa-compostela-sl?langId=es_ES&tp=22&ctre=129,"Avenida Rosalía de Castro, nº 138 36610 Vilagarcía de Arousa - Pontevedra",Hotel,3 Estrellas,,info@playacompostela.com,Donde alojarse,"42º 36' 42.3"" N - 8º 46' 16.4"" W",mailto:info@playacompostela.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Garaje gratuito | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Parking de superficie | Piscina | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL PLAYA LAS SINAS,https://www.turismo.gal/recurso/-/detalle/31830/hotel-playa-las-sinas?langId=es_ES&tp=22&ctre=129,"Avenida Las Sinas, nº 102 36620 Vilanova de Arousa - Pontevedra",Hotel,2 estrellas superior,,lassinashotel@gmail.com,Donde alojarse,"42º 34' 37.1"" N - 8º 49' 16.0"" W",mailto:lassinashotel@gmail.com,Admite perros | Admite tarjetas de crédito | Alquiler de bicicletas | Bar-Cafetería | Calefacción central | Habitaciónes con salón-suites | Jardín terraza | Parking de superficie | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL PLAYA SAMIL VIGO,https://www.turismo.gal/recurso/-/detalle/258706040/hotel-playa-samil-vigo?langId=es_ES&tp=22&ctre=129,"Avenida Samil , nº 95 36212 Vigo - Pontevedra",Hotel,1 Estrella,+34 986 202 020,info@hotelplayadevigo.com,Donde alojarse,"42º 12' 13.1"" N - 8º 46' 35.1"" W",mailto:info@hotelplayadevigo.com,Admite perros | Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Área de juegos para niños | Caja Fuerte individual | Calefacción individual | Edificio histórico | Garaje gratuito | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Minibar | Parking de superficie | Parque infantil | Sala de Reuniones | Salón de estar | Secador pelo en habitaciones | Se habla alemán | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,Camino Portugués de la costa,,,,,,,,,,,,,,
HOTEL PLAZA,https://www.turismo.gal/recurso/-/detalle/35019/hotel-plaza?langId=es_ES&tp=22&ctre=129,"Estrada da Lanzada, nº 30 36970 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 723 484,hotelplazaportonovo@hotmail.es,Donde alojarse,"42º 23' 48.9"" N - 8º 49' 41.5"" W",mailto:hotelplazaportonovo@hotmail.es,Ascensor | Calefacción central | Calefacción individual | Minibar | Secador pelo en habitaciones | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,Grado de Accesibilidad: Practicable | Documentos de accesibilidad (2018): | Descargue este documento,,,,,,,,,,,,
HOTEL PRADO VIEJO,https://www.turismo.gal/recurso/-/detalle/29153/hotel-prado-viejo?langId=es_ES&tp=22&ctre=129,"Calle Ramón Cabanillas, nº 16 36950 Moaña - Pontevedra",Hotel,2 Estrellas,,info@hotelpradoviejo.com,Donde alojarse,"42º 17' 08.4"" N - 8º 44' 03.8"" W",mailto:info@hotelpradoviejo.com,Admite tarjetas de crédito | Ascensor | Calefacción central | Calefacción individual | Garaje gratuito | Habitaciónes con salón-suites | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Minibar | Parking de superficie | Secador pelo en habitaciones | Servicio de habitaciones 24 h. | TV en habitaciones,,,,,,,,,,,,4B | Master Card | Red 6000 | Visa,,,,,,
HOTEL PRINCESA,https://www.turismo.gal/recurso/-/detalle/34717/hotel-princesa?langId=es_ES&tp=22&ctre=129,"Calle Fermin Penzol, nº 14 36202 Vigo - Pontevedra",Hotel,1 Estrella,,hotelprincesavigo@hotmail.com,Donde alojarse,"42º 14' 17.8"" N - 8º 43' 29.6"" W",mailto:hotelprincesavigo@hotmail.com,Admite tarjetas de crédito | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción individual | Garaje de pago | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Lavandería | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
HOTEL PUNTA CABICASTRO,https://www.turismo.gal/recurso/-/detalle/21546/hotel-punta-cabicastro?langId=es_ES&tp=22&ctre=129,"Praia de Canelas , nº 18 36970 Sanxenxo - Pontevedra",Hotel,3 estrellas superior,+34 986 690 848,punta@cabicastro.com,Donde alojarse,"42º 23' 33.8"" N - 8º 50' 03.0"" W",mailto:punta@cabicastro.com,Admite perros | Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Animación infantil | Antena parabólica | Área de juegos para niños | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Habitaciones familiares | Internet en habitaciones / wifi | Jacuzzi | Jardín terraza | Parking de superficie | Piscina | Piscina climatizada | Piscina infantil | Sala de Reuniones | Salón de convenciones | Sauna | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Cena | Desayuno,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL REAL,https://www.turismo.gal/recurso/-/detalle/180822000234/hotel-real?langId=es_ES&tp=22&ctre=129,"Calle Real, nº 58 36650 Caldas de Reis - Pontevedra",Hotel,4 Estrellas,+34 986 189 910,jose@hotelpousadareal.com,Donde alojarse,"42º 36' 19.1"" N - 8º 38' 40.7"" W",mailto:jose@hotelpousadareal.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,
HOTEL RESTAURANTE GBC ISAPE,https://www.turismo.gal/recurso/-/detalle/2361/hotel-restaurante-gbc-isape?langId=es_ES&tp=22&ctre=129,"Carretera Soutomaior, nº 36 36690 Soutomaior - Pontevedra",Hotel,1 Estrella,+34 986 700 721,isape1@hotmail.es,Donde alojarse,"42º 20' 24.1"" N - 8º 36' 07.3"" W",mailto:isape1@hotmail.es,Admite tarjetas de crédito | Antena parabólica | Ascensor | Calefacción central | Calefacción individual | Hab. fumadores / no fumadores | Jardín terraza | Salón de convenciones | Servicio de habitaciones 24 h. | Servicio médico | Teléfono en habitaciones | TV en habitaciones,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,
HOTEL RIAS BAIXAS,https://www.turismo.gal/recurso/-/detalle/h-po-001226/hotel-rias-baixas?langId=es_ES&tp=22&ctre=129,"PROGRESO, nº 82 36960 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 720 247,joseluisrecho@hotmail.es,Donde alojarse,"42º 24' 09.2"" N - 8º 48' 30.6"" W",mailto:joseluisrecho@hotmail.es,Bar-Cafetería | Calefacción central | Jardín terraza | Lavandería | Parking de superficie | Salón de estar | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL ROQUIÑO,https://www.turismo.gal/recurso/-/detalle/181003000044/hotel-roquino?langId=es_ES&tp=22&ctre=129,"Calle Hornos, nº 8-10 36650 Caldas de Reis - Pontevedra",Hotel,2 Estrellas,+34 886 251 020,info@hotelroquino.com,Donde alojarse,"42º 36' 18.1"" N - 8º 38' 36.6"" W",mailto:info@hotelroquino.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Ascensor | Edificio histórico | Habitaciónes con salón-suites | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Restaurante | Se habla inglés | Se habla italiano | TV en habitaciones,Cena | Comida | Comida o cena | Desayuno | Desayuno Buffet | Media pensión | Pensión alimenticia,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,4B | American Express | Master Card | Red 6000 | ServiRed | Visa,,,,,,
HOTEL SAN CARLO,https://www.turismo.gal/recurso/-/detalle/16794/hotel-san-carlo?langId=es_ES&tp=22&ctre=129,"Lugar Coirón, nº 107 36968 Meaño - Pontevedra",Hotel,2 Estrellas,+34 986 747 808,hotelsancarlo2009@hotmail.com,Donde alojarse,"42º 27' 55.8"" N - 8º 47' 54.9"" W",mailto:hotelsancarlo2009@hotmail.com,Admite tarjetas de crédito | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Jardín terraza | Parking de superficie | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL SERANTES,https://www.turismo.gal/recurso/-/detalle/2516/hotel-serantes?langId=es_ES&tp=22&ctre=129,"Calle Castelao, nº 40 36980 O Grove - Pontevedra",Hotel,2 Estrellas,+34 986 732 210,hotelserantes@hotelserantes.com,Donde alojarse,"42º 29' 34.0"" N - 8º 51' 46.5"" W",mailto:hotelserantes@hotelserantes.com,Admite tarjetas de crédito | Aire acondicionado | Ascensor | Bar-Cafetería | Garaje de pago | Hab. fumadores / no fumadores | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL SILGAR 92,https://www.turismo.gal/recurso/-/detalle/128/hotel-silgar-92?langId=es_ES&tp=22&ctre=129,"Paseo Praia de Silgar, nº 92 36960 Sanxenxo - Pontevedra",Hotel,4 Estrellas,+34 986 721 177,rebeca.rial@gruposanxenxo.com,Donde alojarse,"42º 23' 58.0"" N - 8º 49' 02.4"" W",mailto:rebeca.rial@gruposanxenxo.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Minibar | Piscina | Piscina infantil | Salón de estar | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de canguro | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL SIXTO,https://www.turismo.gal/recurso/-/detalle/2354/hotel-sixto?langId=es_ES&tp=22&ctre=129,"Montalvo, nº 8 36970 Sanxenxo - Pontevedra",Hotel,1 Estrella,,GESVILAR@GMAIL.COM,Donde alojarse,"42º 23' 52.6"" N - 8º 50' 41.7"" W",mailto:GESVILAR@GMAIL.COM,Admite tarjetas de crédito | Bar-Cafetería | Calefacción individual | Jardín terraza | Parking de superficie | Teléfono en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
HOTEL SPA ATLANTICO SAN VICENTE DO MAR,https://www.turismo.gal/recurso/-/detalle/36424/hotel-spa-atlantico-san-vicente-do-mar?langId=es_ES&tp=22&ctre=129,"Lugar A Granxa, nº 15 36980 O Grove - Pontevedra",Hotel,4 Estrellas,+34 986 738 061,info@hotelspatlantico.com,Donde alojarse,"42º 27' 36.2"" N - 8º 55' 36.3"" W",mailto:info@hotelspatlantico.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Desayuno incluido en el precio | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jacuzzi | Jardín terraza | Lavandería | Minibar | Parking de superficie | Piscina | Piscina climatizada | Sala de Reuniones | Salón de estar | Sauna | Secador pelo en habitaciones | Se habla alemán | Se habla francés | Se habla inglés | Se habla italiano | Servicio de fax | Spa | Teléfono en habitaciones | TV en habitaciones,Desayuno Buffet,,,Ruta del Mar de Arousa y Ulla,,,,,,,,Master Card | Red 6000 | Visa,,,,,,
