nombre,link,direccion,tipo,categoria,telefono,email,web
O NOSO BAR 2.0,https://www.turismo.gal/recurso/-/detalle/250220000304/o-noso-bar-2.0?langId=es_ES&tp=1001549&ctre=40000240,"Calle Arcebispo Malvar, nº 22 36002 Pontevedra - Pontevedra",Café bar,,+34 603 262 129,beniesme.13@gmail.com,
O NOSO PORRON,https://www.turismo.gal/recurso/-/detalle/11628/o-noso-porron?langId=es_ES&tp=24&ctre=142,"Calle San Nicolas , nº 5 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 644 966 430,,
O PAISANIÑO,https://www.turismo.gal/recurso/-/detalle/210310001115/o-paisanino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Moldes - Marcón, nº 19 36161 Pontevedra - Pontevedra",Café bar,,,,
O PARQUE,https://www.turismo.gal/recurso/-/detalle/210720000343/o-parque?langId=es_ES&tp=1001549&ctre=40000240,Lg. Praia da xunqueira - Pontesampaio 36690 Pontevedra - Pontevedra,Café bar,,,,
O QUIÑON,https://www.turismo.gal/recurso/-/detalle/210108000017/o-quinon?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 36002 Pontevedra - Pontevedra",Café bar,,,,
O RARECO DO MIGUEL,https://www.turismo.gal/recurso/-/detalle/r-po-002107/o-rareco-do-miguel?langId=es_ES&tp=24&ctre=142,"PONTEBORA, 12 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
O RECUNCHO DO PEREGRINO,https://www.turismo.gal/recurso/-/detalle/v-po-009834/o-recuncho-do-peregrino?langId=es_ES&tp=1001549&ctre=40000240,R/ SANTIÑA Nº 97 BAIXO 36005 Pontevedra - Pontevedra,Café bar,,,,
O REGATO PEQUENO,https://www.turismo.gal/recurso/-/detalle/160307000017/o-regato-pequeno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Herreros, nº 25 36002 Pontevedra - Pontevedra",Café bar,,,,
O RINCÓN DE ZOILA,https://www.turismo.gal/recurso/-/detalle/31824/o-rincon-de-zoila?langId=es_ES&tp=24&ctre=142,"Plaza de Placeres, nº3-B 36038 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 890 626,,
O ROXO,https://www.turismo.gal/recurso/-/detalle/37394/o-roxo?langId=es_ES&tp=67&ctre=135,"PZA. IGREXA-PLACERES, S/N - LOURIZÁN 36910 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 882 818,roxo@gmx.es,
O SOUTO,https://www.turismo.gal/recurso/-/detalle/v-po-008899/o-souto?langId=es_ES&tp=1001549&ctre=40000240,"RUA BARON, 15 36002 Pontevedra - Pontevedra",Café bar,,,,
OFICINA DE TURISMO DE GALICIA EN PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/1880/oficina-de-turismo-de-galicia-en-pontevedra?langId=es_ES&tp=75&ctre=1000200,"Calle Marqués de Riestra, nº 30 36001 Pontevedra - Pontevedra",Xunta,,+34 886 151 555,oficina.turismo.pontevedra@xunta.gal,
OFICINA DE TURISMO DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/271264966/oficina-de-turismo-de-pontevedra?langId=es_ES&tp=75&ctre=160,"Plaza de España, esquina Avenida Montero Ríos, nº s/n 36001 Pontevedra - Pontevedra",Municipales,,+34 986 090 890,info@visit-pontevedra.com,https://www.visit-pontevedra.com/
OFICINA DE TURISMO RÍAS BAIXAS,https://www.turismo.gal/recurso/-/detalle/36050/oficina-de-turismo-rias-baixas?langId=es_ES&tp=75&ctre=1000201,"Plaza Sta. María (Palacete dos Mendozas), nº s/n 36071 Pontevedra - Pontevedra",Punto de información,,+34 886 211 700,info.riasbaixas@depo.es,https://turismoriasbaixas.com/inicio
ONIX,https://www.turismo.gal/recurso/-/detalle/v-po-009540/onix?langId=es_ES&tp=1001549&ctre=40000240,"RUA EIRÍN, 2 0 Pontevedra - Pontevedra",Café bar,,,,
ORANGE,https://www.turismo.gal/recurso/-/detalle/c-po-000971/orange?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Amoedo , nº 8 0 Pontevedra - Pontevedra",Cafetería,,,,
ORLY,https://www.turismo.gal/recurso/-/detalle/c-po-000095/orly?langId=es_ES&tp=1001550&ctre=40000242,"AVDA. DE VIGO, 2-BAIXO 36003 Pontevedra - Pontevedra",Cafetería,,,,
OS MARISTAS,https://www.turismo.gal/recurso/-/detalle/v-po-000854/os-maristas?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Praza Verdura, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,taperiaosmaristas@gmail.com,
OS PENEDOS,https://www.turismo.gal/recurso/-/detalle/210311001364/os-penedos?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Igrexa, nº 23 36143 Pontevedra - Pontevedra",Café bar,,,,
OSIRIS,https://www.turismo.gal/recurso/-/detalle/15574/osiris?langId=es_ES&tp=24&ctre=142,"Loureiro Crespo, nº 15 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 863 086,,
OVERTAKE SPORTS BAR & BETTING,https://www.turismo.gal/recurso/-/detalle/210311001279/overtake-sports-bar-betting-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Coruña, nº 43 36005 Pontevedra - Pontevedra",Café bar,,,info.portas@recreativosportas.com,
O´PANDERETAS,https://www.turismo.gal/recurso/-/detalle/240905000062/o-panderetas?langId=es_ES&tp=1001549,"Calle Campillo de Santa María, nº 4 36001 Pontevedra - Pontevedra",Café Bar,,+34 616 388 350,MARCOS@JACK-JACK.ES,
PABELLÓN,https://www.turismo.gal/recurso/-/detalle/210310000973/pabellon?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Irlanda, nº 2 36162 Pontevedra - Pontevedra",Café bar,,,,
PACIFIC BLUE,https://www.turismo.gal/recurso/-/detalle/274930862/pacific-blue?langId=es_ES&tp=24&ctre=142,"Praza Curtidoira, nº 5 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 108 993,,
PACITO DE MÉNDEZ NÚÑEZ,https://www.turismo.gal/recurso/-/detalle/20530/pacito-de-mendez-nunez?langId=es_ES&tp=9&ctre=37,"Plaza Méndez Núñez, s/n 36002 Pontevedra - Pontevedra",Casa grande,,,,
PADAL DA SANTIÑA,https://www.turismo.gal/recurso/-/detalle/170602000092/padal-da-santina?langId=es_ES&tp=1001549&ctre=40000240,"Avenida SANTA MARIA, nº 20 36002 Pontevedra - Pontevedra",Café bar,,,,
PALACIO DE CONGRESOS Y EXPOSICIONES DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/15950/palacio-de-congresos-y-exposiciones-de-pontevedra?langId=es_ES&tp=32&ctre=185,"Alexandre Bóveda, s/n 36005 Pontevedra - Pontevedra",Palacio de congresos,,+34 986 833 061,coordinación@pazodacultura.org,http://www.pazodacultura.org/
PALOMA II,https://www.turismo.gal/recurso/-/detalle/16101/paloma-ii?langId=es_ES&tp=24&ctre=142,"AUGUSTO GLEZ BESADA, 10 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,986851177 / 986844210,,
"PALOMA, LA",https://www.turismo.gal/recurso/-/detalle/37905/paloma-la?langId=es_ES&tp=22&ctre=129,"Calle da Pomba , nº 11 36162 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 844 211 / +34 986 844 210 / +34 986 844 210,hotellapalomapo@hotmail.com,
PANADERIA LA MENTA,https://www.turismo.gal/recurso/-/detalle/210311001187/panaderia-la-menta?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de Portugal, nº 24 36165 Pontevedra - Pontevedra",Café bar,,,,
PANADERIA TENORIO COTOBADE,https://www.turismo.gal/recurso/-/detalle/191119000139/panaderia-tenorio-cotobade?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Costa, nº 80 36004 Pontevedra - Pontevedra",Café bar,,,,
PANADERIA XEVE,https://www.turismo.gal/recurso/-/detalle/v-po-006428/panaderia-xeve?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,
PANDEPASO,https://www.turismo.gal/recurso/-/detalle/v-po-009681/pandepaso?langId=es_ES&tp=1001549&ctre=40000240,"RUA ALEMANIA, 70, BAIXO 2 - MONTEPORREIRO 162 Pontevedra - Pontevedra",Café bar,,,,
PARADORES DE TURISMO DE ESPAÑA -PARADOR DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/312/paradores-de-turismo-de-espana-parador-de-pontevedra?langId=es_ES&tp=22&ctre=129,"Calle BARÓN, nº 19 36002 Pontevedra - Pontevedra",Hotel,4 Estrellas,+34 986 855 800,Meritxell.marcos@pareador.es,http://www.parador.es/
PARDOS,https://www.turismo.gal/recurso/-/detalle/c-po-000542/pardos?langId=es_ES&tp=1001550&ctre=40000242,"Travesía Eiriña, nº 8 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 231 984,lpardo@aselpconsultores.com,
PARIS,https://www.turismo.gal/recurso/-/detalle/v-po-000892/paris?langId=es_ES&tp=1001549&ctre=40000240,"REAL, 8 36002 Pontevedra - Pontevedra",Café bar,,,,
PARRILLADA PONTENOVO,https://www.turismo.gal/recurso/-/detalle/22605/parrillada-pontenovo?langId=es_ES&tp=24&ctre=142,"Pontenovo, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 847 227,,
PARVADAS,https://www.turismo.gal/recurso/-/detalle/15461/parvadas?langId=es_ES&tp=24&ctre=142,"Calle González Zúñiga, nº 3 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 630 038 092,miguel.ruibal50@gmail.com,
PASAJE 2.0,https://www.turismo.gal/recurso/-/detalle/v-po-008956/pasaje-2.0?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 37 36002 Pontevedra - Pontevedra",Café bar,,,info@asesoriacendon.com,
PASEO DOS GAFOS,https://www.turismo.gal/recurso/-/detalle/190520000336/paseo-dos-gafos?langId=es_ES&tp=40003930&ctre=40000140,Calle do Muíño Pontevedra - Pontevedra,Naturaleza en el Camino,,,,
PASONORTE EXPEDICIONES,https://www.turismo.gal/recurso/-/detalle/210521000607/pasonorte-expediciones?langId=es_ES&tp=85&ctre=172,"San Antoniño , nº 28 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
PASTELERÍA ACUÑA,https://www.turismo.gal/recurso/-/detalle/v-po-009593/pasteleria-acuna?langId=es_ES&tp=1001549&ctre=40000240,"RUA ALEMANIA, S/N - MONTEPORREIRO 0 Pontevedra - Pontevedra",Café bar,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000090/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Juan Bautista Andrade, nº 12 36003 Pontevedra - Pontevedra",Café bar,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000092/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Estrada Nacional 550 (Km. 126,2) 36143 Pontevedra - Pontevedra",Café bar,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/191023000258/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Avenida General Rubín, nº 6 36001 Pontevedra - Pontevedra",Café bar,,,,
PATIO,https://www.turismo.gal/recurso/-/detalle/v-po-008310/patio?langId=es_ES&tp=1001549&ctre=40000240,"ALEMANIA, 40-BAJO 2 36005 Pontevedra - Pontevedra",Café bar,,,,
PAVERO BAR,https://www.turismo.gal/recurso/-/detalle/v-po-001694/pavero-bar?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Campiño de Santa María, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,
PAZO DA PARDA,https://www.turismo.gal/recurso/-/detalle/9400/pazo-da-parda?langId=es_ES&tp=9&ctre=36,Pontevedra - Pontevedra,Pazo,,,,
PAZO DE GANDARÓN,https://www.turismo.gal/recurso/-/detalle/200617000338/pazo-de-gandaron?langId=es_ES&tp=9&ctre=36,"Calle Carballeira, nº 8 36143 Pontevedra - Pontevedra",Pazo,,,,
PAZO DE LOURIZÁN,https://www.turismo.gal/recurso/-/detalle/19667/pazo-de-lourizan?langId=es_ES&tp=9&ctre=36,36153 Pontevedra - Pontevedra,Pazo,,,,
PEQUES PARK,https://www.turismo.gal/recurso/-/detalle/v-po-008331/peques-park?langId=es_ES&tp=1001549&ctre=40000240,"SUECIA, nº 9 36162 Pontevedra - Pontevedra",Café bar,,,jart11675@gmail.com,
PEREGRINO,https://www.turismo.gal/recurso/-/detalle/37904/peregrino?langId=es_ES&tp=67&ctre=135,"Calle Ramón Otero Pedrayo, nº 8 36003 Pontevedra - Pontevedra",Pensión,2 estrellas,+34 986 858 409,hostalperegrino.po@gmail.com,http://www.hostalperegrino.es/
PEREGRINO 2,https://www.turismo.gal/recurso/-/detalle/r-po-003288/peregrino-2?langId=es_ES&tp=24&ctre=142,"AVDA. MONTECELO, 21 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
PETO DA IGREXA DE SAN FRANCISCO,https://www.turismo.gal/recurso/-/detalle/18532/peto-da-igrexa-de-san-francisco?langId=es_ES&tp=10&ctre=56,"Plaza de la Herrería, s/n 36002 Pontevedra - Pontevedra",Peto de ánimas,,,,
PETO DE ÁNIMAS DA RUÁS DAS ÁNIMAS,https://www.turismo.gal/recurso/-/detalle/18165/peto-de-animas-da-ruas-das-animas?langId=es_ES&tp=10&ctre=56,Rúa das Ánimas s/n 36002 Pontevedra - Pontevedra,Peto de ánimas,,,,
PETO DE ÁNIMAS DE RIBEIRO,https://www.turismo.gal/recurso/-/detalle/18529/peto-de-animas-de-ribeiro?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,
PETO DE ÁNIMAS DE TOMBO,https://www.turismo.gal/recurso/-/detalle/18530/peto-de-animas-de-tombo?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,
PETO DE ÁNIMAS DEL CAMIÑO VELLO DO RÍO,https://www.turismo.gal/recurso/-/detalle/18531/peto-de-animas-del-camino-vello-do-rio?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,
PETO DE ÁNIMAS DOS GARDAS CIVÍS,https://www.turismo.gal/recurso/-/detalle/18167/peto-de-animas-dos-gardas-civis?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,
PIADA ROMAGNOLA,https://www.turismo.gal/recurso/-/detalle/c-po-000827/piada-romagnola?langId=es_ES&tp=1001550&ctre=40000242,"Calle García Camba, nº 2 36001 Pontevedra - Pontevedra",Cafetería,,+34 600 422 353,babupe2017@gmail.com,
PICCA PIZZA,https://www.turismo.gal/recurso/-/detalle/210311001253/picca-pizza?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Marqués de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,
"PIÑÓNS, OS",https://www.turismo.gal/recurso/-/detalle/r-po-002199/pinons-os?langId=es_ES&tp=24&ctre=142,"R/ PARDO BAZÁN, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
PINTXOVIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007430/pintxovino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 31 36002 Pontevedra - Pontevedra",Café bar,,,,
PISCINA OLÍMPICA,https://www.turismo.gal/recurso/-/detalle/180405000088/piscina-olimpica?langId=es_ES&tp=1001549&ctre=40000240,Calle ALMIRANTE MATOS - PONTEMUIÑOS 36153 Pontevedra - Pontevedra,Café bar,,,,
PITILLO,https://www.turismo.gal/recurso/-/detalle/v-po-005954/pitillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle ALTA, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,,
PITS,https://www.turismo.gal/recurso/-/detalle/v-po-005324/pits?langId=es_ES&tp=1001549&ctre=40000240,"Calle de Dona Tareixa, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,DIEGO@HELDISER.COM,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-005447/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 51 36003 Pontevedra - Pontevedra",Café bar,,,,
PIZZERIA CARLOS,https://www.turismo.gal/recurso/-/detalle/220527000593/pizzeria-carlos?langId=es_ES&tp=24&ctre=142,"EDUARDO PONDAL, nº 26 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,sperezmartinez53@gmail.com,
PIZZERÍA EL PIBE,https://www.turismo.gal/recurso/-/detalle/280189387/pizzeria-el-pibe?langId=es_ES&tp=24&ctre=142,"Rúa Naranjo, 10, baixo 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 101 601,pizzeriaelpibepontevedra@hotmail.com,
PIZZERÍA HISPANO ARGENTINA,https://www.turismo.gal/recurso/-/detalle/32139/pizzeria-hispano-argentina?langId=es_ES&tp=24&ctre=142,"Calle RODRÍGUEZ SEOANE, nº 4 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 104 050,,
PLANES Y TRAVEL PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/170207000030/planes-y-travel-pontevedra?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,reservas@planesytravel.com,http://www.planesytravel.com/
PLAZA,https://www.turismo.gal/recurso/-/detalle/v-po-009832/plaza?langId=es_ES&tp=1001549&ctre=40000240,PRAZA DE GALICIA Nº 3 36001 Pontevedra - Pontevedra,Café bar,,,,
PONTE A BARCA,https://www.turismo.gal/recurso/-/detalle/6840/ponte-a-barca?langId=es_ES&tp=9&ctre=42,Pontevedra,Puente,,,,
PONTE DAS CORRENTES,https://www.turismo.gal/recurso/-/detalle/280382292/ponte-das-correntes?langId=es_ES&tp=9&ctre=42,Avenida Buenos Aires 36003 Pontevedra - Pontevedra,Puente,,,,
PONTE DO BURGO,https://www.turismo.gal/recurso/-/detalle/19528/ponte-do-burgo?langId=es_ES&tp=9&ctre=42,Avenida do Uruguay 36001 Pontevedra - Pontevedra,Puente,,,,
PONTE DO FERROCARRIL,https://www.turismo.gal/recurso/-/detalle/6841/ponte-do-ferrocarril?langId=es_ES&tp=9&ctre=42,Avda. do Uruguay 36002 Pontevedra - Pontevedra,Puente,,,,
PONTE DOS TIRANTES,https://www.turismo.gal/recurso/-/detalle/6838/ponte-dos-tirantes?langId=es_ES&tp=9&ctre=42,Avenida Buenos Aires 36003 Pontevedra - Pontevedra,Puente,,,,
PONTE ROMANO DE PONTE SAMPAIO,https://www.turismo.gal/recurso/-/detalle/19536/ponte-romano-de-ponte-sampaio?langId=es_ES&tp=9&ctre=42,36690 Pontevedra - Pontevedra,Puente,,,,
PONTEGRILL,https://www.turismo.gal/recurso/-/detalle/275333033/pontegrill?langId=es_ES&tp=24&ctre=142,"Calle Da Oliva, nº 19 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 628 011 702,,
PONTELOFT,https://www.turismo.gal/recurso/-/detalle/230801000008/ponteloft?langId=es_ES&tp=68&ctre=130,"Calle Santa Clara, nº 10-12 36002 Pontevedra - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 633 860 289,reservas@ponteloft.com,http://www.ponteloft.com/
PONTEPAN,https://www.turismo.gal/recurso/-/detalle/230525000637/pontepan?langId=es_ES&tp=1001549&ctre=40000240,"Avenida María Victoria Moreno, nº 41 36003 Pontevedra - Pontevedra",Café bar,,,PONTEPANART@GMAIL.COM,
PONTEPAN,https://www.turismo.gal/recurso/-/detalle/250908000078/pontepan?langId=es_ES&tp=1001549,"Calle Rosalía de Castro, nº 37 36001 Pontevedra - Pontevedra",Café Bar,,,PONTEPANART@GMAIL.COM,
PONTESAMPAIO,https://www.turismo.gal/recurso/-/detalle/16083/pontesampaio?langId=es_ES&tp=3&ctre=15,Pontevedra - Pontevedra,Playa,,,,
PONTETAPAS,https://www.turismo.gal/recurso/-/detalle/v-po-000816/pontetapas?langId=es_ES&tp=1001549&ctre=40000240,"Calle REAL , nº 17 36002 Pontevedra - Pontevedra",Café bar,,,,
PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/3370/pontevedra?langId=es_ES&tp=99&ctre=229,"Avenida da Estación, nº s/n 36002 Pontevedra - Pontevedra",Estaciones de autobús,,+34 986 852 408,,http://www.autobusespontevedra.com/
PONTEVEDRA CONFORT,https://www.turismo.gal/recurso/-/detalle/38062/pontevedra-confort?langId=es_ES&tp=22&ctre=129,"Calle Mestre Soutullo , nº 2 36001 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 109 499 / +34 986 109 499,info@hotelpontevedra.es,
PONTEVEDRA CONFORT,https://www.turismo.gal/recurso/-/detalle/c-po-001008/pontevedra-confort?langId=es_ES&tp=1001550&ctre=40000242,"Calle Mestre Soutullo , nº 2 36004 Pontevedra - Pontevedra",Cafetería,,,,
PONTEVERDE,https://www.turismo.gal/recurso/-/detalle/200916000188/ponteverde?langId=es_ES&tp=1001549&ctre=40000240,"Calle Gorgullón, nº s/n 36003 Pontevedra - Pontevedra",Café bar,,,ponteverdetienda@gmail.com,
PONTIS-VETERIS-NAUTICA,https://www.turismo.gal/recurso/-/detalle/24780/pontis-veteris-nautica?langId=es_ES&tp=85&ctre=172,"C/ Marquesa, 3 - 3º F 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 843 762,,
PONTUS LINEA TOURS,https://www.turismo.gal/recurso/-/detalle/220311000209/pontus-linea-tours?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,,http://www.pontus.lineatours.com/
POOL HOUSE CAFE,https://www.turismo.gal/recurso/-/detalle/c-po-000831/pool-house-cafe?langId=es_ES&tp=1001550&ctre=40000242,"Calle Palamios , nº 5 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 857 173,,
PORTO DAS CORBACEIRAS,https://www.turismo.gal/recurso/-/detalle/278575782/porto-das-corbaceiras?langId=es_ES&tp=66&ctre=10002,Pontevedra - Pontevedra,Puerto pesquero,,,,
PORTOBELLO,https://www.turismo.gal/recurso/-/detalle/210311001229/portobello?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palma, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,
"PRADO, CASA",https://www.turismo.gal/recurso/-/detalle/11681/prado-casa?langId=es_ES&tp=24&ctre=142,nº 17 36157 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 109,,
PRAZA DA FERRERÍA,https://www.turismo.gal/recurso/-/detalle/30876/praza-da-ferreria?langId=es_ES&tp=9&ctre=40000080,Plaza da Ferrería 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DA LEÑA,https://www.turismo.gal/recurso/-/detalle/6821/praza-da-lena?langId=es_ES&tp=9&ctre=40000080,Plaza da Leña 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DA VERDURA,https://www.turismo.gal/recurso/-/detalle/30877/praza-da-verdura?langId=es_ES&tp=9&ctre=40000080,Plaza da Verdura 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/200617000314/praza-das-cinco-ruas?langId=es_ES&tp=9&ctre=40000080,Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/200616000291/praza-de-abastos?langId=es_ES&tp=9&ctre=40000080,"Calle Sierra, nº 5 36002 Pontevedra - Pontevedra",Conjuntos urbanos,,,,
PRAZA DE BARCELOS,https://www.turismo.gal/recurso/-/detalle/280382357/praza-de-barcelos?langId=es_ES&tp=9&ctre=40000080,Plaza de Barcelos 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DE ESPAÑA,https://www.turismo.gal/recurso/-/detalle/26228/praza-de-espana?langId=es_ES&tp=9&ctre=40000080,36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DE MUGARTEGUI OU DA PEDREIRA,https://www.turismo.gal/recurso/-/detalle/200617000315/praza-de-mugartegui-ou-da-pedreira?langId=es_ES&tp=9&ctre=40000080,Plaza da Pedreira 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PRAZA DO TEUCRO,https://www.turismo.gal/recurso/-/detalle/6819/praza-do-teucro?langId=es_ES&tp=9&ctre=40000080,36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,
PREMIO,https://www.turismo.gal/recurso/-/detalle/32657/premio?langId=es_ES&tp=24&ctre=142,PEREGRINA 29 BX. 2 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 103 528,,
PROYECTOS,https://www.turismo.gal/recurso/-/detalle/v-po-008403/proyectos?langId=es_ES&tp=1001549&ctre=40000240,PINTOR LAXEIRO 35 BAIXO 36003 Pontevedra - Pontevedra,Café bar,,,,
PUB BAZAAR,https://www.turismo.gal/recurso/-/detalle/171219000072/pub-bazaar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza TEUCRO, nº 4-6 36002 Pontevedra - Pontevedra",Café bar,,,,
PUB MONCLOA,https://www.turismo.gal/recurso/-/detalle/210720000340/pub-moncloa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palma, nº 10 36002 Pontevedra - Pontevedra",Café bar,,,,
PULPERIA AS CAMPAS,https://www.turismo.gal/recurso/-/detalle/r-po-003623/pulperia-as-campas?langId=es_ES&tp=24&ctre=142,"Calle Alghóndiga, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
PUMPERNICKEL ARTISAN BAKERY,https://www.turismo.gal/recurso/-/detalle/210311001406/pumpernickel-artisan-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Sagasta , nº 22 36001 Pontevedra - Pontevedra",Café bar,,,,
RASTRO DE ANTIGÜEDADES,https://www.turismo.gal/recurso/-/detalle/35169/rastro-de-antigu-edades?langId=es_ES&tp=49&ctre=281,Praza do Teucro 36002 Pontevedra - Pontevedra,Feria especializada,,,,
"RAXEIRA, A",https://www.turismo.gal/recurso/-/detalle/v-po-005531/raxeira-a?langId=es_ES&tp=1001549&ctre=40000240,R/A ESTRADA 9 0 Pontevedra - Pontevedra,Café bar,,,,
REBUSCA,https://www.turismo.gal/recurso/-/detalle/15497/rebusca?langId=es_ES&tp=24&ctre=142,"Calle PASEO DE CERVANTES, nº 2 36000 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
RECTORAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/6834/rectoral-de-pontevedra?langId=es_ES&tp=9&ctre=38,Avenida Santa María Pontevedra - Pontevedra,Rectoral,,,,
"REJA, LA",https://www.turismo.gal/recurso/-/detalle/v-po-000419/reja-la?langId=es_ES&tp=1001549&ctre=40000240,R/ISABEL II 11 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
RESTAURANTE ALCRIQUE,https://www.turismo.gal/recurso/-/detalle/151120000066/restaurante-alcrique?langId=es_ES&tp=24&ctre=142,"Calle Joaquín Costa, nº 25 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 616 709 346,,
