nombre,link,direccion,tipo,categoria,telefono,email,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información
BALNEARIO DE MONDARIZ,https://www.turismo.gal/recurso/-/detalle/3076/balneario-de-mondariz?langId=es_ES&tp=22&ctre=129,Avenida Enrique Peinador 36890 Mondariz-Balneario - Pontevedra,Hotel,4 Estrellas,+34 986 656 156,reservas@balneariodemondariz.com,"42º 13' 37.7"" N - 8º 27' 56.8"" W",mailto:reservas@balneariodemondariz.com,Admite tarjetas de crédito | Alquiler de bicicletas | Ascensor | Bar-Cafetería | Caja Fuerte individual | Desayuno incluido en el precio | Garaje de pago | Gimnasio | Golf | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Lavandería | Minibar | Restaurante | Salón de estar | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Spa | Tiendas | TV en habitaciones,Cena | Comida | Comida o cena | Desayuno | Desayuno Buffet | Media pensión | Pensión alimenticia,,,,,,Acceso Internet | Área de recepción | Azafatas | Fax | Fotocopiadora | Grabación sonido | Guardarropa | Megafonía | Pantallas | Pizarra de papel | Podiums | Proyectores | Relaciones públicas | Salones divisibles | Servicio de seguridad | Servicio Postal | Tablones de anuncios | Vídeo,,,Nombre | Clase | Cóctel | Restaurante | Teatro | U | Rey Soto 30 40 32 40 | Pardo Bazán 2 22 40 32 30 | Pardo Bazán 1+2 82 140 104 120 20 | Pardo Bazán 1 60 100 72 90 23 | Infanta Isabel 225 350 180 320 50 | Genaro de la Fuente 100 200 140 175 27 | Doctor Pondal 30 40 32 40 60 | Castelao 35 60 48 60 20 | Antonio Palacios 250 500 300 440 27,American Express | Master Card | Visa,,
BALTAR,https://www.turismo.gal/recurso/-/detalle/435/baltar?langId=es_ES&tp=69&ctre=139,"Lugar Baltar, s/n (Adina) - Portonovo 36970 Sanxenxo - Pontevedra",Camping,Camping de 1ª Categoria,+34 986 691 888,info@campingbaltar.com,"42º 24' 04.3"" N - 8º 49' 27.8"" W",mailto:info@campingbaltar.com,Accesible autos | Accesible bus | Accesible caravanas | Accesible motos | Actividades de ocio/animación | Admite tarjetas de crédito | Agua caliente general | Alquiler material camping | Arbolado | Bar / Cafetería | Bungalows | Buzón de correos | Cambio de moneda | Corriente eléctrica | Custodia de valores | Desagüe directo caravanas | Duchas de agua caliente | Especial. recomend. para niños | Gas | Internet | Lavandería | Mobile homes | Mucha Sombra | Parque infantil | Ping-pong | Piscina | Piscina infantil | Restaurante | Sala de juegos | Sala de TV | Situado en parque natural | Suelo de hierba | Suelo en terraza | Suministro de agua caravanas | Supermercado | Teléfono | Tenis | Vigilancia 24 h. | Wifi | Zona deportiva | Zonas verdes,,,,,Grado de Accesibilidad: Practicable | Documentos de accesibilidad (2018): | Descargue este documento,,,,,,,,
BARRAL,https://www.turismo.gal/recurso/-/detalle/32228/barral?langId=es_ES&tp=22&ctre=129,"Avenida de Vilariño , nº 86 36630 Cambados - Pontevedra",Hotel,1 Estrella,+34 986 543 208,,"42º 30' 58.2"" N - 8º 48' 27.3"" W",,Antena parabólica | Ascensor | Calefacción central | Garaje de pago | Garaje gratuito | Jardín terraza | Sala de Reuniones | Salón de convenciones | Se habla inglés | Servicio de fax,Desayuno,,,,,,,,,,,,
BARRAL MEU LAR,https://www.turismo.gal/recurso/-/detalle/180727000467/barral-meu-lar?langId=es_ES&tp=68&ctre=130,"Lg. Cerneira, nº 57 36645 Valga - Pontevedra",Apartamento,Apartamentos 1 Llave,,sonia@lardearousa.com,"42º 40' 43.5"" N - 8º 39' 59.2"" W",mailto:sonia@lardearousa.com,Agua caliente | Aparcamiento | Calefacción | Frigorífico | Internet | Jardín | Lavadora | Parque infantil | Plancha | Salón | Televisión | Terraza particular,,,,,,,,,,,,,
BAYONA,https://www.turismo.gal/recurso/-/detalle/2503/bayona?langId=es_ES&tp=22&ctre=129,"Calle Conde, nº 36 36300 Baiona - Pontevedra",Hotel,2 Estrellas,+34 986 355 087,,"42º 07' 07.6"" N - 8º 50' 58.2"" W",,Admite tarjetas de crédito | Ascensor | Bar-Cafetería | Calefacción central | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,
BAYONA-PLAYA,https://www.turismo.gal/recurso/-/detalle/417/bayona-playa?langId=es_ES&tp=69&ctre=139,PRAIA DA LADEIRA 0 Baiona - Pontevedra,Camping,Camping de 1ª Categoria,+34 986 350 035,campingbayona@campingbayona.com,"42º 06' 56.8"" N - 8º 49' 27.2"" W",mailto:campingbayona@campingbayona.com,Accesible autos | Accesible bus | Accesible caravanas | Accesible motos | Actividades de ocio/animación | Admisión Animales de Compañía | Admite tarjetas de crédito | Agua caliente general | Alquiler de bicicletas | Arbolado | Bar / Cafetería | Bungalows | Buzón de correos | Corriente eléctrica | Custodia de valores | Desagüe directo caravanas | Duchas de agua caliente | Especial. recomend. para niños | Gas | Internet | Lavandería | Mobile homes | Mucha Sombra | Orilla río lago | Parque infantil | Paseos a caballo | Pesca | Piscina | Playa arenosa | Restaurante | Senderismo | Situado en parque natural | Submarinismo | Suelo de hierba | Suministro de agua caravanas | Supermercado | Teléfono | Vigilancia 24 h. | Wifi | Zona deportiva | Zonas verdes,,,,,,,,,,,,,
BELA,https://www.turismo.gal/recurso/-/detalle/230803000088/bela?langId=es_ES&tp=68&ctre=130,"Calle Felix Ozamiz, nº 15 36940 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 640 385 648,apartamentosbela@gmail.com,"42º 15' 50.4"" N - 8º 46' 40.6"" W",mailto:apartamentosbela@gmail.com,,,,Plazas totales calculadas: 7,,,,,,,,,,
BELÉN,https://www.turismo.gal/recurso/-/detalle/32503/belen?langId=es_ES&tp=67&ctre=135,"Antonio Nores , nº 14 36940 Cangas - Pontevedra",Pensión,2 estrellas,+34 986 300 015,pensionbelen@gmail.com,"42º 15' 51.5"" N - 8º 46' 52.8"" W",mailto:pensionbelen@gmail.com,Admite tarjetas de crédito | Calefacción central | TV en habitaciones,,,,,,,,,,,,,
BENALÚA,https://www.turismo.gal/recurso/-/detalle/1994/benalua?langId=es_ES&tp=22&ctre=129,"Plaza Regueiro , nº 18 36626 A Illa de Arousa - Pontevedra",Hotel,2 Estrellas,+34 986 551 332 / +34 986 551 335,hotelbenalua@hotmail.com,"42º 33' 41.7"" N - 8º 52' 10.7"" W",mailto:hotelbenalua@hotmail.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Antena parabólica | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,
BENITO,https://www.turismo.gal/recurso/-/detalle/32499/benito?langId=es_ES&tp=67&ctre=135,"Antonio Nores, nº 12 36940 Cangas - Pontevedra",Pensión,1 estrella,+34 986 300 015,,"42º 15' 51.5"" N - 8º 46' 52.8"" W",,,,,,,,,,,,,,,
BESADA,https://www.turismo.gal/recurso/-/detalle/38038/besada?langId=es_ES&tp=67&ctre=135,"Peinador , nº 23 36417 Mos - Pontevedra",Pensión,1 estrella,+34 986 487 871,hostalbesada@hotmail.com,"42º 13' 16.3"" N - 8º 38' 00.7"" W",mailto:hostalbesada@hotmail.com,Admite tarjetas de crédito | Calefacción central | Garaje gratuito | Habitaciones familiares | Internet / wifi en zonas comunes | Servicio de fax | TV en habitaciones,,,,,,,,,,,,,
BLUU HOSTAL,https://www.turismo.gal/recurso/-/detalle/21623/bluu-hostal?langId=es_ES&tp=67&ctre=135,"Calle Antón Alonso Ríos, nº 20 36540 Silleda - Pontevedra",Pensión,2 estrellas,+34 986 580 156,,"42º 42' 01.5"" N - 8º 14' 43.0"" W",,Admite tarjetas de crédito | Antena parabólica | Bar-Cafetería | Calefacción central | Servicio médico | TV en habitaciones,,,,,,,,,,,,,
BOA POSTA,https://www.turismo.gal/recurso/-/detalle/32424/boa-posta?langId=es_ES&tp=67&ctre=135,"Lugar Aios, nº 44 36990 Sanxenxo - Pontevedra",Pensión,1 estrella,,maitemiguez@gmail.com,"42º 24' 27.7"" N - 8º 51' 04.6"" W",mailto:maitemiguez@gmail.com,Bar-Cafetería | Parking de superficie,,,,,,,,,,,,,
BOA VILA,https://www.turismo.gal/recurso/-/detalle/275116522/boa-vila?langId=es_ES&tp=22&ctre=129,"Calle Real , nº 4-6 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 105 265,info@hotelboavila.es,"42º 25' 57.0"" N - 8º 38' 42.0"" W",mailto:info@hotelboavila.es,,,,,,,,,,,,,,
BOA VISTA,https://www.turismo.gal/recurso/-/detalle/122/boa-vista?langId=es_ES&tp=22&ctre=129,36960 Sanxenxo - Pontevedra,Hotel,2 Estrellas,+34 986 745 512 / +34 986 745 562,,"42º 26' 24.8"" N - 8º 50' 43.8"" W",,Admite tarjetas de crédito | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Garaje gratuito | Habitaciones familiares | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,
BOAVISTA,https://www.turismo.gal/recurso/-/detalle/9675/boavista?langId=es_ES&tp=69&ctre=139,Praia de Montalvo 36960 Sanxenxo - Pontevedra,Camping,Camping de 1ª Categoria,+34 986 720 478,,"42º 23' 58.0"" N - 8º 51' 08.3"" W",,Accesible autos | Accesible bus | Accesible caravanas | Accesible motos | Actividades de ocio/animación | Admisión Animales de Compañía | Agua caliente general | Arbolado | Bar / Cafetería | Buzón de correos | Cambio de moneda | Corriente eléctrica | Custodia de valores | Desagüe directo caravanas | Duchas de agua caliente | Gas | Lavandería | Mobile homes | Parque infantil | Pesca | Playa arenosa | Playa nudista | Restaurante | Salón social | Senderismo | Servicio médico | Situado en parque natural | Submarinismo | Suelo de hierba | Suministro de agua caravanas | Supermercado | Teléfono | Vigilancia 24 h. | Zona deportiva | Zonas verdes,,,,,,,,,,,,,
BONAIRE,https://www.turismo.gal/recurso/-/detalle/8134/bonaire?langId=es_ES&tp=22&ctre=129,"Lugar Fonte de Ons, nº 17 36990 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 745 299 / +34 986 742 087,info@hotelbonaire.es,"42º 26' 44.4"" N - 8º 51' 39.0"" W",mailto:info@hotelbonaire.es,Admite perros | Admite tarjetas de crédito | Aire acondicionado | Ascensor | Bar-Cafetería | Desayuno incluido en el precio | Hab. fumadores / no fumadores | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Parking de superficie | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,
"BOSQUE, EL",https://www.turismo.gal/recurso/-/detalle/2518/bosque-el?langId=es_ES&tp=22&ctre=129,nº 86 36417 Mos - Pontevedra,Hotel,1 Estrella,+34 986 486 050,info@hotelelbosque.es,"42º 13' 08.2"" N - 8º 37' 58.6"" W",mailto:info@hotelelbosque.es,Admite tarjetas de crédito | Aire acondicionado | Antena parabólica | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Desayuno incluido en el precio | Garaje gratuito | Hab. fumadores / no fumadores | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Parking de superficie | Restaurante | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,
BOUZADA,https://www.turismo.gal/recurso/-/detalle/258764957/bouzada?langId=es_ES&tp=67&ctre=135,"Avenida Pontevedra , nº s/n 36680 A Estrada - Pontevedra",Pensión,1 estrella,+34 986 571 452,,"42º 41' 15.1"" N - 8º 29' 58.0"" W",,Calefacción central,,,,,,,Teléfono,,,,,,
BOUZAS,https://www.turismo.gal/recurso/-/detalle/33649/bouzas?langId=es_ES&tp=67&ctre=135,"José de La Peña, nº 22 36208 Vigo - Pontevedra",Pensión,3 estrellas,+34 986 239 565,,"42º 13' 19.9"" N - 8º 44' 57.3"" W",,Calefacción central | Jardín terraza | Parking de superficie | Piscina | TV en habitaciones,,,,,,,Traducción simultánea,,,,,,
BOW MONUMENTAL,https://www.turismo.gal/recurso/-/detalle/230801000020/bow-monumental?langId=es_ES&tp=68&ctre=130,"Calle Joaquín Yañez, nº 1 36202 Vigo - Pontevedra",Apartamento,Apartamentos 1 Llave,+34669412401,reservas@comoencasa.info,"42º 14' 19.5"" N - 8º 43' 32.4"" W",mailto:reservas@comoencasa.info,,,,Plazas totales calculadas: 26,,,,,,,,,,
BRADOMIN,https://www.turismo.gal/recurso/-/detalle/277295024/bradomin?langId=es_ES&tp=22&ctre=129,"Calle Juan Carlos I , nº 29 36620 Vilanova de Arousa - Pontevedra",Hotel,2 Estrellas,+34 986 561 038,hotelbradominvillanueva@hotmail.com,"42º 33' 49.6"" N - 8º 49' 28.4"" W",mailto:hotelbradominvillanueva@hotmail.com,Admite tarjetas de crédito | Aire acondicionado | Ascensor | Bar-Cafetería | Calefacción individual | Habitaciones familiares | Internet / wifi en zonas comunes | Jardín terraza | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Servicio de fax | Servicio de secretaría | Teléfono en habitaciones | Traducción de documentos | Traducción simultánea | TV en habitaciones,,,,,,,,,,,,,
BRASIL,https://www.turismo.gal/recurso/-/detalle/258795942/brasil?langId=es_ES&tp=67&ctre=135,"Calle Brasil, nº 48 36204 Vigo - Pontevedra",Pensión,1 estrella,+34 986 413 257,,"42º 13' 56.2"" N - 8º 42' 48.9"" W",,Ascensor | Calefacción central,,,,,,,,,,,,,
BRASIL-2,https://www.turismo.gal/recurso/-/detalle/32229/brasil-2?langId=es_ES&tp=67&ctre=135,"Carretera Porriño , nº 42 0 Redondela - Pontevedra",Pensión,2 estrellas,+34 986 402 251,brasildos@hotmail.com,"42º 16' 03.5"" N - 8º 36' 29.0"" W",mailto:brasildos@hotmail.com,Admite tarjetas de crédito | Bar-Cafetería | Calefacción central | Calefacción individual | Internet en habitaciones / wifi | Parking de superficie | Servicio de fax | TV en habitaciones,Desayuno,,,,,,,,,,,,
BRIONES,https://www.turismo.gal/recurso/-/detalle/269435723/briones?langId=es_ES&tp=67&ctre=135,"Rúa da Praia, nº 3 36630 Cambados - Pontevedra",Pensión,3 estrellas,+34 986 520 108,,"42º 30' 40.7"" N - 8º 48' 59.4"" W",,Ascensor | Teléfono en habitaciones | TV en habitaciones,,,,,,,Teléfono,,,,,,
BRISA,https://www.turismo.gal/recurso/-/detalle/2543/brisa?langId=es_ES&tp=22&ctre=129,nº 18 36960 Sanxenxo - Pontevedra,Hotel,1 Estrella,,reservas@hotelesbrisa.com,"42º 26' 04.3"" N - 8º 51' 53.3"" W",mailto:reservas@hotelesbrisa.com,Admite tarjetas de crédito | Aire acondicionado | Antena parabólica | Área de juegos para niños | Bar-Cafetería | Calefacción central | Desayuno incluido en el precio | Garaje de pago | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Parking de superficie | Piscina | Piscina infantil | Se habla francés | Se habla inglés | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,,,,,,,,,,
BRISA DA LANZADA,https://www.turismo.gal/recurso/-/detalle/260947118/brisa-da-lanzada?langId=es_ES&tp=22&ctre=129,"Lugar Telleiro, nº 18 36990 Sanxenxo - Pontevedra",Hotel,3 Estrellas,+34 986 745 606,reservas@hotelesbrisa.com,"42º 26' 03.7"" N - 8º 51' 53.3"" W",mailto:reservas@hotelesbrisa.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Área de juegos para niños | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Desayuno incluido en el precio | Garaje de pago | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Parking de superficie | Piscina | Piscina infantil | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,,,,,,,,,,
BRISA DEL MAR,https://www.turismo.gal/recurso/-/detalle/268838590/brisa-del-mar?langId=es_ES&tp=22&ctre=129,"Calle Castelao , nº 156 36980 O Grove - Pontevedra",Hotel,2 Estrellas,,info@hotelbrisadelmar.com,"42º 29' 21.4"" N - 8º 51' 28.5"" W",mailto:info@hotelbrisadelmar.com,Admite tarjetas de crédito | Ascensor | Garaje de pago | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Parking de superficie | Salón de estar | Secador pelo en habitaciones | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,Master Card | Visa,,
BRISA DO MAR,https://www.turismo.gal/recurso/-/detalle/32811/brisa-do-mar?langId=es_ES&tp=67&ctre=135,"Calle Diputación Provincial, nº 1 36970 Sanxenxo - Pontevedra",Pensión,2 estrellas,,info@brisadomar.es,"42º 23' 59.8"" N - 8º 49' 17.8"" W",mailto:info@brisadomar.es,Admite tarjetas de crédito | Bar-Cafetería | Calefacción individual | Internet / wifi en zonas comunes | Secador pelo en habitaciones | TV en habitaciones,,,,,,,,,,,,,
"BRISAMAR, S.L.",https://www.turismo.gal/recurso/-/detalle/2303/brisamar-s.l.?langId=es_ES&tp=22&ctre=129,"Calle Donantes de Sangue , nº 72 36780 A Guarda - Pontevedra",Hotel,1 Estrella,+34 986 613 901 / +34 986 611 999,,"41º 54' 40.1"" N - 8º 52' 19.1"" W",,Admite tarjetas de crédito | Área de juegos para niños | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Parking de superficie | Parque infantil | Restaurante | Sala de Reuniones | Se habla inglés | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,1994
BUDIÑO DE SERRASECA,https://www.turismo.gal/recurso/-/detalle/31302/budino-de-serraseca?langId=es_ES&tp=71&ctre=134,nº 103 36309 Oia - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),+34 986 361 856,casa@budinho.com,"42º 02' 22.9"" N - 8º 52' 12.0"" W",mailto:casa@budinho.com,Admisión de animales (consultar) | Agricultura ecológica | Aparcamiento | Camas supletorias | Comedor | Cunas | Derecho a cocina | Internet - Wi-Fi | Jardín / Huerta | Salón | Salón de reuniones | Se habla francés | Se habla inglés | Se habla italiano | Tareas agropecuarias | Tarjetas de crédito (consultar),Cena | Desayuno,Habitación: Habitaciones especiales | Número de cuartos: 1 | Número de plazas: 4; Habitación: Habitaciones dobles | Número de cuartos: 4 | Número de plazas: 8,,,,,,,,,,,
BUENOS AIRES,https://www.turismo.gal/recurso/-/detalle/258700589/buenos-aires?langId=es_ES&tp=67&ctre=135,"Calle Rosalía de Castro , nº 6 36201 Vigo - Pontevedra",Pensión,3 estrellas,+34 986 433 924,prbuenosaires@mundo-r.com,"42º 14' 17.0"" N - 8º 43' 09.9"" W",mailto:prbuenosaires@mundo-r.com,Ascensor | Bar-Cafetería | Calefacción central | Cambio de moneda | Edificio histórico | Habitaciones familiares | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | TV en habitaciones,,,,,,,Traducción simultánea,,,,,,
BULEZEN URBAN HOSTEL,https://www.turismo.gal/recurso/-/detalle/220718000389/bulezen-urban-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle García Camba, nº 12 36001 Pontevedra - Pontevedra",Albergue Turístico,,+34 886 060 247,bulezenurbanhostel@gmail.com,"42º 25' 46.6"" N - 8º 38' 38.5"" W",mailto:bulezenurbanhostel@gmail.com,Admite tarjetas de crédito | Agua caliente | Aire Acond. en habitaciones | Aire acondicionado | Almacén bicicletas | Biblioteca | Calefacción central | Cocina | Comedor | Duchas | Edificio histórico | Frigorífico | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavadero | Lavadora | Lavadora y Secadora de pago | Lavandería | Máquina de café | Máquina de refrescos | Microondas | Recepción | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Taquillas | Tendedero | Toallas y jabón,,,,,,,,,,,,,
CABALLEROS HIJOS DALGO DE LINARES,https://www.turismo.gal/recurso/-/detalle/11249/caballeros-hijos-dalgo-de-linares?langId=es_ES&tp=71&ctre=134,"Pousa, nº 3 36420 Crecente - Pontevedra",Turismo rural,Grupo-B (Casa de Aldea),,,"42º 08' 28.5"" N - 8º 14' 04.3"" W",http://www.ruralcasa.com/,Aparcamiento | Barbacoa | Camas supletorias | Comedor | Cunas | Internet - Wi-Fi | Piscina | Prohibido fumar | Salón | Salón de reuniones | Spa | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Cena | Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 10 | Número de plazas: 20,,,,,,,,,,,
CABANA DAS BOLBORETAS,https://www.turismo.gal/recurso/-/detalle/170802000020/cabana-das-bolboretas?langId=es_ES&tp=1000180&ctre=1000220,"Piñeiro, nº 9 36193 Barro - Pontevedra",Vivienda Turística,,,,,,,,,,,,,,,,,,,
CABAÑAS DE ALDÁN,https://www.turismo.gal/recurso/-/detalle/240722000406/cabanas-de-aldan?langId=es_ES&tp=68&ctre=130,"Avenida José Novas, nº 58 36946 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 619 285 708,maevagm2021@gmail.com,"42º 17' 34.7"" N - 8º 48' 19.4"" W",mailto:maevagm2021@gmail.com,,,,Plazas totales calculadas: 12,,,,,,,,,,
CABAÑAS DE XARÁS,https://www.turismo.gal/recurso/-/detalle/240808000179/cabanas-de-xaras?langId=es_ES&tp=68&ctre=130,"Barrio Poblado Cabodevila , nº 7A 36912 Marín - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 651 871 954,vivipv@hotmail.es,"42º 20' 47.9"" N - 8º 44' 34.3"" W",mailto:vivipv@hotmail.es,,,,,,,,,,,,,,
