nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad
GRAN VÍA,https://www.turismo.gal/recurso/-/detalle/38039/gran-via?langId=es_ES&tp=67&ctre=135,"Avenida Gran Via, nº 41 36204 Vigo - Pontevedra",Pensión,3 estrellas,+34 986 079 086 / +34 986 415 444,reservas@hostalgranvia.com,Donde alojarse,,,,,,,,,
GREEN HOUSE,https://www.turismo.gal/recurso/-/detalle/250220000315/green-house?langId=es_ES&tp=67,"Lugar Caleiro, nº 3C 36620 Vilanova de Arousa - Pontevedra",Pensiones,2 estrellas,,mninesuarez@gmail.com,Donde alojarse,,,,,,,,,
GROVE,https://www.turismo.gal/recurso/-/detalle/28522/grove?langId=es_ES&tp=22&ctre=129,"Calle Rosalía de Castro , nº 51 36980 O Grove - Pontevedra",Hotel,1 Estrella,+34 986 735 088 / +34 986 731 020,reservas@hotelgrove.es,Donde alojarse,,,,,,,,,
"GUEST HOUSE ""CLAREVAR""",https://www.turismo.gal/recurso/-/detalle/210329002109/guest-house-clarevar-?langId=es_ES&tp=67&ctre=135,"Lugar A Farrapa, nº sn 36710 Tui - Pontevedra",Pensión,1 estrella,,riossilvosa@gmail.com,Donde alojarse,,,,,,,,,
H. CELENIS,https://www.turismo.gal/recurso/-/detalle/240718000337/h.-celenis?langId=es_ES&tp=67&ctre=135,"Calle Real, nº 20 36650 Caldas de Reis - Pontevedra",Pensión,3 estrellas,986 49 93 51,reservas@hcelenis.com,Donde alojarse,,,,,,,,,
H4,https://www.turismo.gal/recurso/-/detalle/85/h4?langId=es_ES&tp=22&ctre=129,"Calle A Granxa , nº 34 36940 Cangas - Pontevedra",Hotel,3 estrellas superior,,bentio@bscastroarquitectura.com,Donde alojarse,,,,,,,,,
HARPAZUL APARTMENTS,https://www.turismo.gal/recurso/-/detalle/200518000077/harpazul-apartments?langId=es_ES&tp=68&ctre=130,"Avenida Muiños de Vento, nº 5 36612 Catoira - Pontevedra",Apartamento,Apartamentos 2 Llaves,986 298 457,info@harpazul.com,Donde alojarse,,,,,,,,,
HERBIÑA,https://www.turismo.gal/recurso/-/detalle/2512/herbina?langId=es_ES&tp=22&ctre=129,"Avenida Vilariño , nº 12 36630 Cambados - Pontevedra",Hotel,2 Estrellas,,herbinahotel@hotmail.com,Donde alojarse,,,,,,,,,
HERMIDA 5.000,https://www.turismo.gal/recurso/-/detalle/92/hermida-5.000?langId=es_ES&tp=22&ctre=129,"Avenida Caleiro, nº 82 36620 Vilanova de Arousa - Pontevedra",Hotel,2 estrellas superior,+34 986 554 343 / +34 986 561 526,hotelhermida5000@hotmail.com,Donde alojarse,,,,,,,,,
HESPERIA VIGO,https://www.turismo.gal/recurso/-/detalle/1998/hesperia-vigo?langId=es_ES&tp=22&ctre=129,"Avenida La Florida , nº 60 36210 Vigo - Pontevedra",Hotel,4 Estrellas,+34 986 296 600,hotel@hesperia-vigo.com,Donde alojarse,,,,,,,,,
HOGAR DEL PUERTO,https://www.turismo.gal/recurso/-/detalle/28620/hogar-del-puerto?langId=es_ES&tp=67&ctre=135,"R/ ALMIRANTE REGALADO, 26 - COMBARRO 36993 Poio - Pontevedra",Pensión,1 estrella,+34 986 770 116,juan1430@hotmail.es,Donde alojarse,,,,,,,,,
HOLIDAY,https://www.turismo.gal/recurso/-/detalle/2520/holiday?langId=es_ES&tp=22&ctre=129,"Carretera Pola Vía, nº 17 36350 Nigrán - Pontevedra",Hotel,1 Estrella,+34 986 366 403,hotelholidaynigran@yahoo.es,Donde alojarse,,,,,,,,,
HOSPEDAXE PADE,https://www.turismo.gal/recurso/-/detalle/250314000240/hospedaxe-pade?langId=es_ES&tp=67,"Calle Xosefina Blanco, nº 18 36620 Vilanova de Arousa - Pontevedra",Pensiones,1 estrella,,,Donde alojarse,,,,,,,,,
HOSPEDERIA MONACAL SAN GONZALO DAS PENAS,https://www.turismo.gal/recurso/-/detalle/11591/hospederia-monacal-san-gonzalo-das-penas?langId=es_ES&tp=22&ctre=129,ACIVEIRO 36556 Forcarei - Pontevedra,Hotel,3 Estrellas,+34 981 569 350,gerencia@pousadasdecompostela.com,Donde alojarse,,,,,,,,,
HOSPEDERIA MONASTERIO DE POIO,https://www.turismo.gal/recurso/-/detalle/272920255/hospederia-monasterio-de-poio?langId=es_ES&tp=22&ctre=129,"Plaza Convento , nº 2 36995 Poio - Pontevedra",Hotel,1 Estrella,+34 986 770 000,hospederiappmm@gmail.com,Donde alojarse,,,,,,,,,
"HOSTAL ""EIDO DO REI""",https://www.turismo.gal/recurso/-/detalle/211109000071/hostal-eido-do-rei-?langId=es_ES&tp=67&ctre=135,nº 7 36893 Ponteareas - Pontevedra,Pensión,3 estrellas,986 65 43 38,ola@eidodorei.com,Donde alojarse,,,,,,,,,
HOSTAL ACOLÁ ROOMS,https://www.turismo.gal/recurso/-/detalle/200717000371/hostal-acola-rooms?langId=es_ES&tp=67&ctre=135,"Calle Ferreiros, nº 22 36002 Pontevedra - Pontevedra",Pensión,2 estrellas,,albergue@acolahostel.com,Donde alojarse,,,,,,,,,
HOSTAL CASA LOAIRA,https://www.turismo.gal/recurso/-/detalle/280381841/hostal-casa-loaira?langId=es_ES&tp=67&ctre=135,"Barrio As Aceñas, nº 2 36626 A Illa de Arousa - Pontevedra",Pensión,2 estrellas,+34 616 964 947,info@prcasablanca.com,Donde alojarse,,,,,,,,,
HOSTAL EL VOLANTE,https://www.turismo.gal/recurso/-/detalle/36453/hostal-el-volante?langId=es_ES&tp=67&ctre=135,"Lugar O Budiño, nº 9 36475 O Porriño - Pontevedra",Pensión,2 estrellas,+34 986 346 415,info@dongustococineros.com,Donde alojarse,,,,,,,,,
HOSTAL ESTACION,https://www.turismo.gal/recurso/-/detalle/31131/hostal-estacion?langId=es_ES&tp=67&ctre=135,"PONTEVEDRA, nº 42 36680 A Estrada - Pontevedra",Pensión,1 estrella,+34 986 572 322,,Donde alojarse,,,,,,,,,
HOSTAL LALIN,https://www.turismo.gal/recurso/-/detalle/33243/hostal-lalin?langId=es_ES&tp=67&ctre=135,"Avenida Florida, nº 14 36209 Vigo - Pontevedra",Pensión,2 estrellas,+34 986 232 699,hostallalin@hostallalin.com,Donde alojarse,,,,,,,,,
HOSTAL LAS VEGAS,https://www.turismo.gal/recurso/-/detalle/230606000168/hostal-las-vegas?langId=es_ES&tp=67&ctre=135,Avenida de Pontevedra 36940 Cangas - Pontevedra,Pensión,2 estrellas,+34 986 171 866,,Donde alojarse,,,,,,,,,
HOSTAL LOURO,https://www.turismo.gal/recurso/-/detalle/38025/hostal-louro?langId=es_ES&tp=67&ctre=135,"Avenida de Bos Aires, nº 6 36400 O Porriño - Pontevedra",Pensión,2 estrellas,+34 986 112 941,hostallouro2019@gmail.com,Donde alojarse,,,,,,,,,
HOSTAL O CENDAL,https://www.turismo.gal/recurso/-/detalle/211119000159/hostal-o-cendal?langId=es_ES&tp=67&ctre=135,"Plaza San Agustin, nº 11 36440 As Neves - Pontevedra",Pensión,3 estrellas,+34 986 648 000,hostalocendal@gmail.com,Donde alojarse,,,,,,,,,
HOSTEL ACOLÁ,https://www.turismo.gal/recurso/-/detalle/180615000321/hostel-acola?langId=es_ES&tp=1000100&ctre=1000120,"Calle ARZOBISPO MALVAR, nº 15 36002 Pontevedra - Pontevedra",Albergue Turístico,,+34 678 680 758,albergue@acolahostel.com,Donde alojarse,,,,,,,,,
HOSTEL ACOLÁ SPORT,https://www.turismo.gal/recurso/-/detalle/190423000320/hostel-acola-sport?langId=es_ES&tp=1000100&ctre=1000120,"Calle Arcebispo Malvar, nº 11 36002 Pontevedra - Pontevedra",Albergue Turístico,,+34 678 680 758,albergue@acolahostel.com,Donde alojarse,,,,,,,,,
HOSTEL ALBERGUE O MESON PONTESAMPAIO,https://www.turismo.gal/recurso/-/detalle/190426000372/hostel-albergue-o-meson-pontesampaio?langId=es_ES&tp=1000100&ctre=1000120,"Lugar Mesón, nº 12 36690 Pontevedra - Pontevedra",Albergue Turístico,,+34 986 670 165,hostelalberguepontesampaio@gmail.com,Donde alojarse,,,,,,,,,
HOSTEL CAMINO PORTUGUES,https://www.turismo.gal/recurso/-/detalle/190531000572/hostel-camino-portugues?langId=es_ES&tp=1000100&ctre=1000120,"O Serrallo , nº 12 36309 Oia - Pontevedra",Albergue Turístico,,+34 886 133 252,aaronrb1984@hotmail.com,Donde alojarse,,,,,,,,,
"HOSTEL CAMINO PORTUGUES, S.L.",https://www.turismo.gal/recurso/-/detalle/180911000092/hostel-camino-portugues-s.l.?langId=es_ES&tp=1000100&ctre=1000120,"Avenida Buenos Aires, nº 40 36400 O Porriño - Pontevedra",Albergue Turístico,,+34 619 533 628,alojamientocaminoportugues@gmail.com,Donde alojarse,,,,,,,,,
HOSTEL CHARINO,https://www.turismo.gal/recurso/-/detalle/220707000178/hostel-charino?langId=es_ES&tp=1000100&ctre=1000120,"Calle Paio Gómez Charino, nº 19 36002 Pontevedra - Pontevedra",Albergue Turístico,,,reservas@hostelcharino.com,Donde alojarse,,,,,,,,,
HOSTEL STEP HOME CANGAS,https://www.turismo.gal/recurso/-/detalle/240718000349/hostel-step-home-cangas?langId=es_ES&tp=1000100&ctre=1000120,"Calle Seixo, nº 18 36940 Cangas - Pontevedra",Albergue Turístico,,,inmobiliariajxd@gmail.com,Donde alojarse,,,,,,,,,
HOTEL A BOTA,https://www.turismo.gal/recurso/-/detalle/36099/hotel-a-bota?langId=es_ES&tp=22&ctre=129,"Lugar As Chouzas, nº 10 36970 Sanxenxo - Pontevedra",Hotel,3 Estrellas,+34 986 721 299,hotelabota@hotmail.es,Donde alojarse,,,,,,,,,
HOTEL A ESTRADA ROOMS,https://www.turismo.gal/recurso/-/detalle/258861368/hotel-a-estrada-rooms?langId=es_ES&tp=22&ctre=129,"Carretera Codeseda , nº 37 36680 A Estrada - Pontevedra",Hotel,1 Estrella,,donjuanaestrada@gmail.com,Donde alojarse,,,,,,,,,
HOTEL A MARIÑA,https://www.turismo.gal/recurso/-/detalle/15720/hotel-a-marina?langId=es_ES&tp=22&ctre=129,"Calle Os Pazos , nº 6-8 36630 Cambados - Pontevedra",Hotel,2 Estrellas,+34 986 520 108,hotel@hotelamarina.es,Donde alojarse,,,,,,,,,
HOTEL A RAIÑA,https://www.turismo.gal/recurso/-/detalle/36589/hotel-a-raina?langId=es_ES&tp=22&ctre=129,"A RIÑA, nº 21 36794 Oia - Pontevedra",Hotel,2 Estrellas,+34 986 362 908,oia@hotelaraina.com,Donde alojarse,,,,,,,,,
HOTEL A TORRE DO XUDEU,https://www.turismo.gal/recurso/-/detalle/280380632/hotel-a-torre-do-xudeu?langId=es_ES&tp=22&ctre=129,"Calle Tyde, nº 3 36700 Tui - Pontevedra",Hotel,2 estrellas superior,,info@atorredoxudeu.es,Donde alojarse,,,,,,,,,
HOTEL ACQUAMARIS,https://www.turismo.gal/recurso/-/detalle/33604/hotel-acquamaris?langId=es_ES&tp=22&ctre=129,"Lugar Aios, nº 75 36630 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 727 932,galicia@apartamentos3000.com,Donde alojarse,,,,,,,,,
HOTEL AIRIÑOS,https://www.turismo.gal/recurso/-/detalle/135/hotel-airinos?langId=es_ES&tp=22&ctre=129,"Avenida Eugenio Sequeiros, nº 30 36940 Cangas - Pontevedra",Hotel,3 Estrellas,+34 986 304 000,airinos@airinos.com,Donde alojarse,,,,,,,,,
HOTEL ALDA CASTELAO,https://www.turismo.gal/recurso/-/detalle/8289/hotel-alda-castelao?langId=es_ES&tp=22&ctre=129,"Calle Arzobispo Lago , nº 5 36600 Vilagarcía de Arousa - Pontevedra",Hotel,3 Estrellas,+34 986 512 426,info@hcastelao.es,Donde alojarse,,,,,,,,,
HOTEL ALDA CENTRO PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/2499/hotel-alda-centro-pontevedra?langId=es_ES&tp=22&ctre=129,"Avenida González Besada, nº 3 36001 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 851 217,info@hcomercio.com,Donde alojarse,,,,,,,,,
HOTEL AMORIÑO,https://www.turismo.gal/recurso/-/detalle/240917000259/hotel-amorino?langId=es_ES&tp=22&ctre=129,"Calle Arraial, nº 39 36700 Tui - Pontevedra",Hotel,3 Estrellas,+34 696 944 945,info@hotelamorino.com,Donde alojarse,,,,,,,,,
HOTEL ANCORA,https://www.turismo.gal/recurso/-/detalle/120/hotel-ancora?langId=es_ES&tp=22&ctre=129,"Lugar A Granxa, nº 2A 36966 Sanxenxo - Pontevedra",Hotel,3 Estrellas,,info@hotelancora.es,Donde alojarse,,,,,,,,,
HOTEL AQUARIA CANELIÑAS,https://www.turismo.gal/recurso/-/detalle/132/hotel-aquaria-canelinas?langId=es_ES&tp=22&ctre=129,"Avenida de Pontevedra, nº 40 36970 Sanxenxo - Pontevedra",Hotel,3 Estrellas,,CANELINAS@AQUARIA-HOTELS.ES,Donde alojarse,,,,,,,,,
HOTEL ARCE,https://www.turismo.gal/recurso/-/detalle/33422/hotel-arce?langId=es_ES&tp=22&ctre=129,"Calle Julián Valverde , nº 40 36393 Baiona - Pontevedra",Hotel,1 Estrella,+34 986 386 060,contactus@hotelarce.com,Donde alojarse,,,,,,,,,
HOTEL ARDORA,https://www.turismo.gal/recurso/-/detalle/121/hotel-ardora?langId=es_ES&tp=22&ctre=129,"AIOS, nº 155 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 723 950,ardora@gmail.com,Donde alojarse,,,,,,,,,
HOTEL AREAS PLAYA,https://www.turismo.gal/recurso/-/detalle/220526000575/hotel-areas-playa?langId=es_ES&tp=22&ctre=129,"Lugar Playa de Areas, nº 6 36966 Sanxenxo - Pontevedra",Hotel,1 estrella superior,+34 663 415 452,areasplayahotel@gmail.com,Donde alojarse,,,,,,,,,
HOTEL ARSUS,https://www.turismo.gal/recurso/-/detalle/11201/hotel-arsus?langId=es_ES&tp=22&ctre=129,"Calle Lepanto, nº 8 36201 Vigo - Pontevedra",Hotel,2 Estrellas,,contacto@hotelargentino.es,Donde alojarse,,,,,,,,,
HOTEL ATLANTE SANXENXO,https://www.turismo.gal/recurso/-/detalle/101/hotel-atlante-sanxenxo?langId=es_ES&tp=22&ctre=129,"Paseo Praia de Silgar, nº 2 36960 Sanxenxo - Pontevedra",Hotel,4 Estrellas,+34 986 690 750,info@hoteljusto.es,Donde alojarse,,,,,,,,,
HOTEL ATLANTICO,https://www.turismo.gal/recurso/-/detalle/37403/hotel-atlantico?langId=es_ES&tp=22&ctre=129,"Montalbo, nº 81 36979 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 724 474,RECEPCION@HOTELATLANTICOSANXENXO.COM,Donde alojarse,,,,,,,,,
HOTEL ATTICA21 VIGO,https://www.turismo.gal/recurso/-/detalle/220627000329/hotel-attica21-vigo?langId=es_ES&tp=22&ctre=129,"Avenida de Samil, nº 15 36212 Vigo - Pontevedra",Hotel,4 estrellas superior,+34 986 462 121,info.vigo@attica21hotels.com,Donde alojarse,,,,,,,,,
HOTEL AVION,https://www.turismo.gal/recurso/-/detalle/170710000212/hotel-avion?langId=es_ES&tp=22&ctre=129,"Carretera Redondela, nº 3 36318 Vigo - Pontevedra",Hotel,2 Estrellas,986 487 009,,Donde alojarse,,,,,,,,,
HOTEL BALNEARIO,https://www.turismo.gal/recurso/-/detalle/3072/hotel-balneario?langId=es_ES&tp=22&ctre=129,nº 116 36721 Tui - Pontevedra,Hotel,2 Estrellas,+34 986 629 005,info@balneariodecaldelas.com,Donde alojarse,,,,,,,,,
HOTEL BIENESTAR MOAÑA,https://www.turismo.gal/recurso/-/detalle/259255767/hotel-bienestar-moana?langId=es_ES&tp=22&ctre=129,"Calle Donato Bernández , nº 5 36950 Moaña - Pontevedra",Hotel,4 Estrellas,+34 986 393 176,hotel@bienestarmoana.com,Donde alojarse,,,,,,,,,
HOTEL BOUTIQUE AGUA DE MAR,https://www.turismo.gal/recurso/-/detalle/160127000050/hotel-boutique-agua-de-mar?langId=es_ES&tp=22&ctre=129,"Calle Lepanto, nº 12 36201 Vigo - Pontevedra",Hotel,4 Estrellas,+34 986 436 122,,Donde alojarse,,,,,,,,,
HOTEL BOUTIQUE VILAVELLA,https://www.turismo.gal/recurso/-/detalle/230621000637/hotel-boutique-vilavella?langId=es_ES&tp=22&ctre=129,"Calle Vilavella A, nº 12 36980 O Grove - Pontevedra",Hotel,2 Estrellas,+34 663 260 112,info@hotelvilavella.com,Donde alojarse,,,,,,,,,
HOTEL BRUSELAS,https://www.turismo.gal/recurso/-/detalle/37120/hotel-bruselas?langId=es_ES&tp=22&ctre=129,"Calle Ourense, nº 7 36780 A Guarda - Pontevedra",Hotel,2 Estrellas,+34 986 614 521,info@hotel-bruselas.com,Donde alojarse,,,,,,,,,
HOTEL CABO DE FESTIÑANZA,https://www.turismo.gal/recurso/-/detalle/28447/hotel-cabo-de-festinanza?langId=es_ES&tp=22&ctre=129,"Praia de Areas , nº 1 36960 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 741 639,info@hotelcabofestinanza.com,Donde alojarse,,,,,,,,,
HOTEL CAMPOMAR,https://www.turismo.gal/recurso/-/detalle/133/hotel-campomar?langId=es_ES&tp=22&ctre=129,"Lugar de Mourelos, nº 69 36990 Sanxenxo - Pontevedra",Hotel,3 estrellas superior,+34 986 744 972,info@hotelcampomar.es,Donde alojarse,,,,,,,,,
HOTEL CANDOR,https://www.turismo.gal/recurso/-/detalle/221104000036/hotel-candor?langId=es_ES&tp=22&ctre=129,"Calle Pedreira, nº 45 36830 A Lama - Pontevedra",Hotel,3 Estrellas,+34 886 060 229,afonteaugadoce@gmail.com,Donde alojarse,,,,,,,,,
HOTEL CANELAS,https://www.turismo.gal/recurso/-/detalle/145/hotel-canelas?langId=es_ES&tp=22&ctre=129,nº 12 36970 Sanxenxo - Pontevedra,Hotel,4 Estrellas,+34 986 720 867,info@hotelcanelas.com,Donde alojarse,,,,,,,,,
HOTEL CANO ALTO,https://www.turismo.gal/recurso/-/detalle/37906/hotel-cano-alto?langId=es_ES&tp=22&ctre=129,36659 Caldas de Reis - Pontevedra,Hotel,1 Estrella,+34 986 540 526,reservas@hotelcanoalto.com,Donde alojarse,,,,,,,,,
HOTEL CARLOS I SILGAR,https://www.turismo.gal/recurso/-/detalle/29585/hotel-carlos-i-silgar?langId=es_ES&tp=22&ctre=129,"Calle Vigo , nº s/n 36960 Sanxenxo - Pontevedra",Hotel,4 Estrellas,+34 986 727 036,info@hotelcarlos.es,Donde alojarse,,,,,,,,,
HOTEL CARRIL,https://www.turismo.gal/recurso/-/detalle/258780356/hotel-carril?langId=es_ES&tp=22&ctre=129,"Calle Lucena , nº 18 36610 Vilagarcía de Arousa - Pontevedra",Hotel,4 Estrellas,+34 986 505 331,reservas@hotelcarril.com,Donde alojarse,,,,,,,,,
HOTEL CASA ROSITA,https://www.turismo.gal/recurso/-/detalle/134/hotel-casa-rosita?langId=es_ES&tp=22&ctre=129,nº 8 36634 Cambados - Pontevedra,Hotel,2 Estrellas,+34 986 543 477 / +34 986 542 878,hrosita@hrosita.com,Donde alojarse,,,,,,,,,
HOTEL CERVANTES,https://www.turismo.gal/recurso/-/detalle/130/hotel-cervantes?langId=es_ES&tp=22&ctre=129,"Calle Progreso, nº 31 36960 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 720 700,sernieto@sernieto.com,Donde alojarse,,,,,,,,,
HOTEL CONS DA GARDA,https://www.turismo.gal/recurso/-/detalle/2297/hotel-cons-da-garda?langId=es_ES&tp=22&ctre=129,"AREA, nº 33 36988 O Grove - Pontevedra",Hotel,1 Estrella,+34 986 738 493,info@hotelconsdagarda.com,Donde alojarse,,,,,,,,,
HOTEL COSTA VERDE,https://www.turismo.gal/recurso/-/detalle/258769392/hotel-costa-verde?langId=es_ES&tp=22&ctre=129,"Carretera Xeral de Viladesuso, nº 168 36309 Oia - Pontevedra",Hotel,2 Estrellas,+34 986 361 561,info@hotelrestaurantecostaverde.es,Donde alojarse,,,,,,,,,
HOTEL DEL MAR,https://www.turismo.gal/recurso/-/detalle/1986/hotel-del-mar?langId=es_ES&tp=22&ctre=129,"Paseo Praia do Silgar , nº 52 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,,derlmarhotel@hotmail.es,Donde alojarse,,,,,,,,,
HOTEL DEL MAR,https://www.turismo.gal/recurso/-/detalle/2570/hotel-del-mar?langId=es_ES&tp=22&ctre=129,"Calle Luis Taboada , nº 36 36201 Vigo - Pontevedra",Hotel,1 Estrella,+34 986 436 811,hoteldelmar@worldonline.es,Donde alojarse,,,,,,,,,
HOTEL DELFIN AZUL,https://www.turismo.gal/recurso/-/detalle/142/hotel-delfin-azul-?langId=es_ES&tp=22&ctre=129,"Carretera A Lanzada, nº 118 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,,garcia.rey.estrella@gmail.com,Donde alojarse,,,,,,,,,
HOTEL DUENDE,https://www.turismo.gal/recurso/-/detalle/2510/hotel-duende?langId=es_ES&tp=22&ctre=129,"Calle Ourense, nº 10 36630 Cambados - Pontevedra",Hotel,1 Estrella,+34 986 543 075,info@hotelelduende.com,Donde alojarse,,,,,,,,,
HOTEL EUROSTARS ISLA DE LA TOJA,https://www.turismo.gal/recurso/-/detalle/28896/hotel-eurostars-isla-de-la-toja?langId=es_ES&tp=22&ctre=129,"Calle Isla de la Toja, nº sn 36991 O Grove - Pontevedra",Hotel,4 Estrellas,+34 986 730 050,reservas@eurostarsisladelatoja.com,Donde alojarse,,,,,,,,,
HOTEL EXE VIA ARGENTUM,https://www.turismo.gal/recurso/-/detalle/36426/hotel-exe-via-argentum?langId=es_ES&tp=22&ctre=129,"Calle Outeiro , nº 52 36540 Silleda - Pontevedra",Hotel,4 Estrellas,+34 986 581 330,reservas@exeviaargentum.com,Donde alojarse,,,,,,,,,
HOTEL FONTEVERDE,https://www.turismo.gal/recurso/-/detalle/261432088/hotel-fonteverde?langId=es_ES&tp=22&ctre=129,"Calle Bernardo Sagasta , nº 15 36670 Cuntis - Pontevedra",Hotel,2 Estrellas,+34 986 548 488,info@hotelfonteverde.com,Donde alojarse,,,,,,,,,
HOTEL FOXOS,https://www.turismo.gal/recurso/-/detalle/272911949/hotel-foxos?langId=es_ES&tp=22&ctre=129,"A LANZADA, nº 2 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 743 241,info@hotelfoxos.com,Donde alojarse,,,,,,,,,
HOTEL GBC ARCADE,https://www.turismo.gal/recurso/-/detalle/250512000184/hotel-gbc-arcade?langId=es_ES&tp=22,"Avenida Castelao, nº 1 36390 Soutomaior - Pontevedra",Hoteles,2 Estrellas,,Hotelesbuencamino@gmail.com,Donde alojarse,,,,,,,,,
HOTEL HOLLYWOOD,https://www.turismo.gal/recurso/-/detalle/28448/hotel-hollywood?langId=es_ES&tp=22&ctre=129,"Avenida Marín, nº 6 36940 Cangas - Pontevedra",Hotel,2 Estrellas,,,Donde alojarse,,,,,,,,,
HOTEL INFFINIT SANXENXO,https://www.turismo.gal/recurso/-/detalle/10904/hotel-inffinit-sanxenxo?langId=es_ES&tp=22&ctre=129,"Paseo Praia de Silgar, nº 15 36960 Sanxenxo - Pontevedra",Hotel,3 Estrellas,+34 986 721 007,sanxenxo.hotel@inffinit.com,Donde alojarse,,,,,,,,,
HOTEL INFFINIT VIGO,https://www.turismo.gal/recurso/-/detalle/32178/hotel-inffinit-vigo?langId=es_ES&tp=22&ctre=129,"Calle Marqués de Valladares, nº 14 36201 Vigo - Pontevedra",Hotel,3 Estrellas,,vigo.hotel@inffinit.com,Donde alojarse,,,,,,,,,
HOTEL LA ASTURIANA,https://www.turismo.gal/recurso/-/detalle/8490/hotel-la-asturiana?langId=es_ES&tp=22&ctre=129,"Lugar Gondar, nº 48 36990 Sanxenxo - Pontevedra",Hotel,3 Estrellas,,INFO@NUEVOASTUR.COM,Donde alojarse,,,,,,,,,
HOTEL LA RECTORAL,https://www.turismo.gal/recurso/-/detalle/210324001969/hotel-la-rectoral?langId=es_ES&tp=22&ctre=129,"Lugar A Margarida, nº 18 36877 Covelo - Pontevedra",Hotel,4 Estrellas,+34 986 597 596,info@hotelrectoral.com,Donde alojarse,,,,,,,,,
HOTEL LEAL-LA SIRENA,https://www.turismo.gal/recurso/-/detalle/2370/hotel-leal-la-sirena?langId=es_ES&tp=22&ctre=129,"Avenida As Sinas, nº 64 36620 Vilanova de Arousa - Pontevedra",Hotel,1 Estrella,+34 986 554 112,INFO@HOTEL-LEAL.COM,Donde alojarse,,,,,,,,,
HOTEL LOS NARANJOS,https://www.turismo.gal/recurso/-/detalle/117/hotel-los-naranjos?langId=es_ES&tp=22&ctre=129,"FONTE DE ONS , nº 9 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 743 130,direccion@hotelosnaranjos.com,Donde alojarse,,,,,,,,,
HOTEL MAR DEL NORTE,https://www.turismo.gal/recurso/-/detalle/1993/hotel-mar-del-norte?langId=es_ES&tp=22&ctre=129,"As Lampans, nº 54 36980 O Grove - Pontevedra",Hotel,3 Estrellas,,info@hotelmardelnorte.es,Donde alojarse,,,,,,,,,
HOTEL MARDEVELA,https://www.turismo.gal/recurso/-/detalle/280382851/hotel-mardevela?langId=es_ES&tp=22&ctre=129,"Avenida de León , nº 48-50 36960 Sanxenxo - Pontevedra",Hotel,2 estrellas superior,+34 986 724 086,info@hotelmardevela.com,Donde alojarse,,,,,,,,,
HOTEL MAROA,https://www.turismo.gal/recurso/-/detalle/147/hotel-maroa?langId=es_ES&tp=22&ctre=129,"Rúa Pablo Morillo, nº 6 36201 Vigo - Pontevedra",Hotel,4 Estrellas,,reservas@maroahotel.com,Donde alojarse,,,,,,,,,
HOTEL MAROLA,https://www.turismo.gal/recurso/-/detalle/118/hotel-marola?langId=es_ES&tp=22&ctre=129,"Playa de A Lanzada, nº 28 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 743 244,reservas@hotelmarola.com,Donde alojarse,,,,,,,,,
HOTEL MARUXIA,https://www.turismo.gal/recurso/-/detalle/10922/hotel-maruxia?langId=es_ES&tp=22&ctre=129,"Calle Luis Casais, nº 14 36980 O Grove - Pontevedra",Hotel,3 Estrellas,+34 986 732 798 / +34 986 732 795,info@hotelmaruxia.com,Donde alojarse,,,,,,,,,
HOTEL MARYCIELO,https://www.turismo.gal/recurso/-/detalle/11206/hotel-marycielo?langId=es_ES&tp=22&ctre=129,"Paseo Praia de Silgar, nº 26 36960 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 720 050,info@hotelesmarycielo.com,Donde alojarse,,,,,,,,,
